ax,ay,az,gx,gy,gz,timestamp
-268.51,421.11,241.77,-352.30,-1214.98,-243.85,1764851103.5181377
-227.18,504.49,337.21,-384.06,-1394.83,-332.38,1764851103.5395648
-179.15,601.92,557.83,-314.75,-1581.91,-454.42,1764851103.5556512
-129.63,706.48,781.20,-179.34,-1693.22,-611.56,1764851103.5817826
-90.99,682.71,971.07,-134.14,-1675.64,-797.92,1764851103.599618
-73.44,593.05,1132.46,-68.72,-1500.79,-949.43,1764851103.620648
-42.32,510.09,1269.64,7.59,-1186.87,-1084.22,1764851103.638657
-6.87,348.23,1386.25,-20.85,-791.04,-1177.19,1764851103.6642613
26.71,161.45,1485.36,-18.62,-393.09,-1210.91,1764851103.6860735
44.15,14.08,1484.86,29.77,-41.62,-1203.87,1764851103.7060337
43.68,-88.23,1432.38,107.81,256.52,-1153.79,1764851103.7222164
29.63,-167.10,1370.97,136.04,488.04,-1089.62,1764851103.7494345
10.03,-216.43,1307.97,190.03,675.54,-1032.08,1764851103.769091
-10.07,-251.02,1234.48,243.13,843.01,-954.37,1764851103.7908533
-33.31,-275.47,1124.46,289.46,978.75,-881.11,1764851103.8057663
-59.96,-333.75,1014.74,298.54,1075.84,-799.65,1764851103.8331985
-88.62,-394.53,930.03,326.36,1140.07,-710.30,1764851103.8530803
-117.63,-400.60,830.57,304.70,1178.16,-580.05,1764851103.875051
-147.83,-378.61,722.34,300.10,1186.53,-462.75,1764851103.896986
-182.21,-366.67,616.99,306.38,1148.35,-345.63,1764851103.9170396
-215.48,-344.22,529.24,303.33,1075.70,-247.89,1764851103.937064
-251.11,-309.09,466.80,268.63,984.24,-146.81,1764851103.9530976
-279.44,-281.32,418.23,246.93,905.31,-64.48,1764851103.9804327
-301.57,-269.28,368.40,262.39,793.51,17.79,1764851103.99978
-324.29,-264.58,318.54,273.13,682.88,75.12,1764851104.016465
-348.24,-286.55,268.96,225.56,550.45,170.05,1764851104.0407662
-368.91,-277.16,234.46,136.23,398.88,295.74,1764851104.0646913
-379.42,-213.39,222.09,75.00,241.25,396.88,1764851104.0848074
-379.81,-161.13,230.03,74.85,121.66,466.35,1764851104.106068
-377.74,-164.86,203.18,80.12,-22.89,519.10,1764851104.1226757
-367.43,-198.93,177.80,65.10,-186.85,596.93,1764851104.1485987
-345.61,-231.49,172.88,9.14,-355.62,698.49,1764851104.1661355
-312.82,-265.02,183.40,-49.83,-534.48,808.52,1764851104.19042
-270.25,-274.92,231.94,-123.96,-716.81,935.94,1764851104.2068186
-223.11,-223.93,308.75,-174.37,-912.89,1041.85,1764851104.2327693
-164.14,-152.24,442.29,-239.11,-1054.05,1131.57,1764851104.2517467
-122.72,-131.80,606.94,-286.64,-1183.95,1205.44,1764851104.2736769
-87.21,-123.28,801.65,-365.45,-1279.35,1299.42,1764851104.291128
-57.03,-71.79,988.45,-416.83,-1292.05,1391.01,1764851104.3166206
-29.88,-25.32,1147.24,-453.31,-1221.54,1449.06,1764851104.3360481
-11.45,27.98,1282.20,-466.61,-1113.31,1510.70,1764851104.3514264
2.27,132.98,1396.92,-473.12,-931.62,1548.09,1764851104.3790936
14.38,272.48,1494.43,-501.45,-723.77,1578.68,1764851104.3997824
23.47,402.01,1577.32,-521.03,-487.71,1541.08,1764851104.420071
26.25,547.51,1647.77,-459.98,-269.35,1458.72,1764851104.4416354
28.46,694.28,1707.65,-420.08,-1.85,1331.11,1764851104.4576316
32.14,750.19,1758.56,-399.67,285.53,1164.44,1764851104.4839482
44.12,745.81,1739.87,-355.92,594.60,984.38,1764851104.5056171
54.75,706.39,1646.29,-331.63,858.81,829.82,1764851104.522311
60.79,654.43,1490.25,-306.49,1082.79,699.65,1764851104.547936
54.97,610.57,1298.36,-276.41,1234.77,577.00,1764851104.5664663
36.38,553.93,1087.11,-269.45,1320.75,487.45,1764851104.5832355
3.92,491.84,902.89,-236.53,1340.44,410.43,1764851104.6086645
-34.47,467.57,768.06,-183.65,1307.68,346.77,1764851104.6310663
-72.05,442.73,648.80,-156.11,1242.32,266.55,1764851104.652071
-106.54,400.77,571.88,-97.59,1159.18,205.87,1764851104.672697
-137.96,376.06,519.25,-38.55,1045.90,154.29,1764851104.6890385
-170.07,394.80,499.41,-9.37,957.41,103.55,1764851104.7150283
-198.71,401.13,478.35,-1.06,863.60,19.31,1764851104.7350914
-223.20,366.91,430.45,26.70,754.76,-49.28,1764851104.756192
-248.22,335.87,392.43,95.59,655.05,-95.89,1764851104.7752998
-267.39,290.29,346.61,140.35,542.09,-177.21,1764851104.7994435
-278.73,177.60,261.47,124.70,401.68,-216.63,1764851104.8201303
-286.72,49.26,165.25,69.70,234.33,-226.13,1764851104.8396723
-288.41,-1.93,102.96,23.24,22.18,-170.31,1764851104.8605666
-287.45,8.56,94.12,-68.45,-203.75,-107.57,1764851104.88204
-279.58,40.43,119.75,-131.68,-438.99,-58.13,1764851104.900372
-266.15,118.81,196.89,-169.23,-672.84,-22.41,1764851104.9221945
-250.97,195.94,328.16,-138.14,-871.91,-36.15,1764851104.9414206
-239.58,274.40,467.93,-64.02,-1012.63,-81.13,1764851104.966297
-230.19,300.14,605.64,-28.62,-1069.83,-160.46,1764851104.9854658
-222.51,261.87,690.75,40.47,-1109.16,-239.59,1764851105.0061684
-229.79,266.09,713.58,101.00,-1148.28,-272.95,1764851105.0316553
-231.32,323.37,760.90,87.35,-1208.24,-276.11,1764851105.051538
-218.22,396.97,784.31,67.95,-1270.31,-318.99,1764851105.071309
-196.74,438.37,863.32,112.66,-1365.06,-419.04,1764851105.087982
-177.28,453.47,1040.87,209.76,-1428.80,-483.09,1764851105.1150444
-161.63,426.85,1191.79,250.60,-1393.58,-577.42,1764851105.1336865
-157.19,297.57,1320.07,235.51,-1276.64,-630.91,1764851105.1607997
-142.76,228.93,1429.11,334.28,-1048.55,-650.87,1764851105.1764483
-124.50,174.34,1521.79,370.84,-748.76,-672.64,1764851105.1976635
-99.22,112.79,1600.57,350.31,-394.05,-651.25,1764851105.2193894
-76.09,56.87,1643.24,350.27,-86.54,-631.86,1764851105.2390022
-58.83,57.49,1640.80,408.43,202.74,-603.08,1764851105.2559345
-48.65,66.42,1590.58,439.26,466.63,-579.52,1764851105.2825
-48.85,79.71,1489.54,454.37,693.03,-561.89,1764851105.3013215
-53.83,106.00,1377.71,466.02,853.68,-544.51,1764851105.3242798
-60.45,165.55,1312.36,479.81,977.63,-540.83,1764851105.3391194
-65.18,199.22,1269.85,463.64,1089.58,-572.51,1764851105.3664489
-66.06,188.83,1218.57,481.70,1209.95,-597.93,1764851105.3837464
-69.95,160.51,1155.64,519.54,1314.35,-606.34,1764851105.4044867
-78.06,114.38,1071.09,528.01,1413.60,-620.69,1764851105.4297833
-92.60,65.28,956.18,480.01,1460.46,-594.49,1764851105.4496372
-112.46,74.38,856.55,502.21,1483.79,-569.81,1764851105.4695914
-134.29,106.43,748.62,491.68,1483.82,-545.54,1764851105.4906697
-158.25,84.76,617.43,461.72,1442.15,-531.51,1764851105.5079749
-184.46,41.15,508.31,431.77,1371.33,-504.88,1764851105.5342867
-211.39,14.43,425.17,447.70,1294.33,-465.75,1764851105.5502756
-232.93,-3.94,381.79,421.05,1181.48,-428.89,1764851105.5741491
-256.49,-14.15,327.67,360.29,1070.86,-377.76,1764851105.5976593
-279.07,-5.58,263.67,329.95,976.23,-311.49,1764851105.6171193
-298.86,31.56,186.47,314.35,858.89,-258.17,1764851105.6379607
-314.18,33.13,97.90,281.90,733.96,-227.84,1764851105.655711
-325.10,-1.84,14.81,243.52,569.57,-174.47,1764851105.680983
-327.34,-39.82,-65.56,221.69,396.53,-121.60,1764851105.7018359
-320.69,-105.99,-138.07,202.24,214.35,-63.16,1764851105.7202063
-303.18,-150.24,-229.41,192.90,-19.70,47.42,1764851105.743684
-272.86,-124.71,-256.35,134.86,-288.55,176.20,1764851105.764363
-229.83,-50.95,-231.70,63.94,-539.26,258.37,1764851105.7866502
-186.50,34.09,-169.64,31.84,-772.77,286.82,1764851105.7999656
-149.98,78.63,-96.50,45.97,-967.36,279.19,1764851105.8266616
-112.63,50.03,-12.27,60.67,-1149.25,265.52,1764851105.8490071
-78.49,-111.22,19.57,-27.33,-1297.87,289.89,1764851105.8699653
-43.46,-167.14,17.23,-221.83,-1513.59,415.91,1764851105.888477
7.01,40.63,125.95,-404.25,-1782.45,518.52,1764851105.9054365
71.96,97.09,414.11,-472.02,-1987.28,540.64,1764851105.9326446
23.21,266.27,659.04,-501.41,-2070.19,498.55,1764851105.9519236
-42.22,410.23,867.23,-513.50,-2038.06,440.56,1764851105.9721873
-109.39,486.25,1044.20,-472.78,-1857.75,378.68,1764851105.9973016
-154.03,590.76,1194.62,-424.36,-1543.99,309.88,1764851106.0163603
-174.42,604.30,1322.48,-384.11,-1099.69,226.20,1764851106.0381482
-176.16,567.95,1431.15,-306.69,-608.34,170.07,1764851106.0585303
-159.49,555.96,1523.53,-248.69,-139.99,129.26,1764851106.0811965
-142.46,555.22,1473.05,-143.58,262.31,81.37,1764851106.100138
-119.74,598.53,1412.44,45.65,579.96,32.86,1764851106.1191216
-90.38,565.15,1279.33,224.81,891.07,-75.57,1764851106.1398637
-70.08,417.53,1114.73,295.18,1112.01,-147.03,1764851106.1644068
-60.61,277.95,949.92,296.51,1253.91,-154.08,1764851106.1851346
-51.22,253.96,813.13,346.53,1355.92,-140.87,1764851106.2066379
-45.94,225.31,662.21,346.75,1413.53,-151.84,1764851106.2225938
-54.80,159.12,476.48,331.04,1415.70,-124.86,1764851106.2488368
-73.88,140.05,340.21,286.48,1343.45,-102.53,1764851106.2666667
-103.00,163.74,244.48,245.91,1253.83,-94.65,1764851106.2894404
-133.00,180.58,195.21,235.42,1140.76,-75.65,1764851106.3102286
-163.75,170.59,161.12,206.11,997.54,-88.61,1764851106.3320725
-192.59,153.25,140.86,146.99,846.71,-84.31,1764851106.3505626
-223.70,166.87,137.73,90.44,706.20,-66.87,1764851106.3665574
-250.59,219.24,156.82,10.58,581.07,-76.04,1764851106.3915007
-273.90,250.85,158.05,-27.61,448.31,-74.23,1764851106.4153867
-297.17,247.42,144.69,-76.87,312.67,-62.20,1764851106.4361243
-316.34,240.91,124.04,-127.14,187.17,-64.27,1764851106.456402
-325.44,213.32,89.83,-189.67,32.79,-71.43,1764851106.4734178
-334.23,127.17,56.11,-260.22,-126.33,-73.01,1764851106.5004768
-335.24,107.50,58.49,-304.58,-327.58,-15.56,1764851106.5211585
-334.16,143.72,111.37,-375.30,-500.74,14.07,1764851106.541506
-326.18,181.12,170.71,-433.00,-654.83,24.56,1764851106.5562491
-315.05,195.95,174.35,-439.75,-796.31,8.88,1764851106.584125
-293.45,162.06,184.05,-482.09,-961.56,18.65,1764851106.604157
-267.88,203.00,216.89,-474.58,-1135.63,27.85,1764851106.623308
-239.85,280.70,300.61,-480.19,-1309.08,16.17,1764851106.6479888
-197.27,389.94,396.52,-487.06,-1454.42,-47.15,1764851106.6669173
-159.13,480.70,572.24,-515.10,-1604.96,-106.98,1764851106.683567
-136.46,580.50,793.45,-502.64,-1682.21,-210.33,1764851106.707822
-133.84,658.72,981.49,-463.54,-1661.78,-339.28,1764851106.7317262
-132.22,704.96,1141.31,-453.11,-1498.31,-495.09,1764851106.7521412
-130.53,677.82,1277.17,-374.94,-1273.57,-640.73,1764851106.7685068
-125.05,650.25,1392.64,-264.10,-1001.53,-765.72,1764851106.7909985
-114.24,587.51,1490.80,-198.09,-703.70,-886.66,1764851106.8149197
-105.81,507.33,1536.13,-116.77,-427.75,-996.96,1764851106.8351316
-95.94,447.28,1572.26,-45.86,-174.88,-1075.72,1764851106.8541596
-83.50,379.89,1602.52,40.22,67.95,-1152.86,1764851106.8710332
-73.82,260.36,1602.44,89.09,296.26,-1199.53,1764851106.8986654
-70.55,118.85,1575.37,156.72,496.92,-1195.10,1764851106.9204311
-74.37,21.98,1492.82,242.42,702.28,-1166.74,1764851106.9353278
-80.91,-36.52,1362.20,306.25,864.54,-1127.03,1764851106.9589124
-94.87,-113.99,1212.47,305.02,988.06,-1062.07,1764851106.9831877
-118.74,-176.39,1077.85,331.26,1055.25,-988.26,1764851107.0031807
-145.93,-181.43,988.17,373.67,1080.86,-910.52,1764851107.0241513
-177.59,-215.27,894.84,391.12,1077.73,-843.54,1764851107.040499
-210.65,-247.63,818.82,357.05,1049.27,-738.61,1764851107.0675733
-239.66,-258.63,771.14,337.10,1018.78,-646.72,1764851107.088767
-265.36,-225.99,747.12,354.33,994.66,-560.21,1764851107.101815
-288.70,-222.54,691.15,337.18,967.56,-471.98,1764851107.130642
-314.70,-231.91,610.58,311.80,919.33,-376.88,1764851107.150253
-340.84,-225.32,540.74,265.63,847.13,-274.75,1764851107.1693244
-359.47,-216.27,472.38,243.49,756.36,-178.04,1764851107.1927612
-371.55,-214.58,407.23,242.97,672.01,-112.03,1764851107.2146509
-381.51,-265.80,327.69,232.32,582.31,-49.33,1764851107.235459
-386.39,-332.13,230.84,162.07,459.26,57.67,1764851107.2521973
-382.28,-362.11,145.36,83.16,317.47,183.12,1764851107.2745044
-372.64,-409.64,79.01,42.49,134.85,312.85,1764851107.2978985
-353.94,-449.15,48.26,-1.09,-52.48,481.32,1764851107.318025
-327.10,-452.57,48.97,-61.82,-257.31,652.73,1764851107.3341289
-294.69,-404.79,89.62,-144.65,-472.81,814.32,1764851107.3563771
-258.43,-358.17,153.73,-209.65,-667.99,940.57,1764851107.3825526
-219.07,-318.24,238.82,-256.20,-859.09,1107.88,1764851107.411068
-172.41,-235.71,342.50,-299.37,-1022.43,1254.30,1764851107.4223363
-130.35,-182.95,509.67,-401.77,-1172.96,1353.86,1764851107.4455464
-81.39,-181.76,691.52,-427.60,-1281.12,1433.08,1764851107.4663105
-35.29,-154.79,894.84,-419.26,-1337.65,1543.92,1764851107.487406
2.11,-43.98,1067.67,-413.07,-1329.30,1634.23,1764851107.5022519
33.29,22.32,1214.57,-459.11,-1239.41,1701.69,1764851107.5227356
55.30,133.27,1339.43,-465.55,-1079.30,1763.84,1764851107.5503109
68.30,268.38,1445.57,-498.91,-874.80,1784.56,1764851107.5668604
71.86,416.52,1535.78,-531.48,-640.68,1784.18,1764851107.590664
75.63,565.85,1612.46,-568.15,-407.18,1731.95,1764851107.6062331
78.83,725.32,1677.65,-536.03,-152.30,1623.66,1764851107.6342044
79.31,822.92,1733.05,-492.83,121.04,1463.81,1764851107.6541696
86.76,842.13,1780.14,-486.10,421.49,1290.44,1764851107.6753843
95.65,826.96,1751.92,-479.19,705.36,1131.37,1764851107.69677
106.95,826.22,1648.88,-413.01,979.66,967.97,1764851107.716367
112.66,812.99,1492.75,-353.16,1221.51,815.57,1764851107.733742
105.21,747.89,1295.84,-323.88,1394.98,680.94,1764851107.7574484
83.43,655.35,1061.56,-317.00,1474.04,565.90,1764851107.7739363
47.81,583.90,856.58,-273.35,1474.33,469.31,1764851107.8011649
8.09,534.12,713.99,-188.25,1425.08,395.91,1764851107.8223438
-32.57,476.05,617.39,-130.91,1364.02,316.73,1764851107.838073
-71.64,408.54,522.08,-92.97,1288.72,253.02,1764851107.8656435
-107.99,376.06,432.97,-37.63,1171.61,205.77,1764851107.885198
-143.09,366.45,370.43,-9.48,1036.97,172.50,1764851107.906141
-173.83,358.43,319.96,-14.36,906.62,110.63,1764851107.9225903
-204.15,357.92,255.17,-27.51,765.83,73.63,1764851107.9487457
-226.18,346.38,204.14,8.42,607.75,30.79,1764851107.9691098
-240.10,298.47,148.92,51.86,434.99,-16.13,1764851107.9893818
-250.29,209.60,69.43,38.08,252.74,-33.81,1764851108.0060842
-254.14,144.26,3.37,-25.83,29.13,-20.94,1764851108.0323179
-250.52,138.37,-13.64,-66.36,-216.74,19.10,1764851108.0531812
-241.44,216.77,33.71,-98.11,-457.83,30.04,1764851108.0746682
-225.48,272.45,142.35,-118.49,-687.65,1.23,1764851108.0851548
-212.81,300.13,277.00,-97.12,-863.81,-38.25,1764851108.1169164
-201.89,297.86,370.30,26.65,-1020.43,-78.72,1764851108.1338427
-192.60,291.88,419.90,148.35,-1161.67,-98.11,1764851108.1594322
-181.86,338.10,493.12,214.90,-1282.32,-123.59,1764851108.178004
-159.83,356.69,573.65,144.87,-1430.17,-137.15,1764851108.2011771
-141.86,445.38,736.00,238.94,-1568.45,-183.78,1764851108.2197025
-129.28,594.88,932.65,452.40,-1656.28,-262.41,1764851108.2393043
-128.64,675.59,1099.80,552.84,-1636.14,-373.05,1764851108.2646675
-149.69,655.56,1241.88,634.31,-1472.02,-500.09,1764851108.2854326
-152.14,584.67,1362.65,678.66,-1211.61,-579.28,1764851108.3009205
-142.67,536.42,1465.30,756.26,-882.27,-647.79,1764851108.3186536
-124.12,463.76,1552.56,747.82,-536.03,-702.12,1764851108.3480453
-108.35,398.24,1602.42,661.45,-218.33,-721.90,1764851108.366851
-98.10,354.56,1579.26,560.43,58.62,-714.12,1764851108.38958
-90.58,358.67,1561.52,591.27,318.93,-713.50,1764851108.4047034
-77.15,408.52,1557.09,622.58,554.29,-727.67,1764851108.4319038
-60.32,399.29,1502.03,616.79,793.65,-762.52,1764851108.4499109
-48.42,342.10,1406.63,597.17,997.70,-803.84,1764851108.4726872
-38.76,286.29,1271.38,597.90,1177.74,-818.57,1764851108.4948046
-40.45,237.94,1098.52,603.01,1299.28,-813.98,1764851108.5165572
-51.63,201.05,924.00,559.96,1341.69,-802.89,1764851108.5344477
-69.09,138.34,774.15,491.57,1342.64,-767.95,1764851108.551373
-88.12,109.49,685.47,506.03,1315.24,-743.96,1764851108.5774052
-108.20,77.02,617.00,511.73,1293.46,-714.87,1764851108.5999196
-128.27,43.12,520.85,466.47,1246.44,-654.74,1764851108.6202085
-147.13,32.90,385.12,444.50,1178.27,-610.23,1764851108.6395285
-168.86,33.21,271.86,406.62,1067.53,-549.29,1764851108.658986
-191.68,21.63,207.23,350.43,932.90,-503.20,1764851108.68336
-210.93,-20.16,152.59,285.27,794.17,-428.02,1764851108.7028475
-228.49,-72.49,90.70,225.38,658.54,-356.62,1764851108.7213175
-244.92,-80.37,52.05,204.47,514.16,-260.82,1764851108.744191
-264.13,-82.11,18.44,146.80,348.24,-146.40,1764851108.7671523
-278.81,-71.89,-17.17,99.28,186.80,-45.84,1764851108.7892923
-292.94,-24.81,-39.35,50.79,25.88,49.54,1764851108.805637
-298.35,48.06,-38.10,24.57,-149.60,114.71,1764851108.8312767
-288.10,109.55,-24.43,-21.72,-334.16,158.40,1764851108.8503819
-265.43,118.32,-33.67,-61.66,-500.04,204.84,1764851108.8718245
-233.12,75.97,-47.82,-68.91,-674.33,228.41,1764851108.885736
-188.10,-47.32,-33.74,-85.27,-851.58,274.85,1764851108.9146757
-134.38,-209.58,-52.23,-162.48,-1046.04,400.72,1764851108.933387
-76.28,-286.74,-60.90,-270.11,-1277.34,559.62,1764851108.9518747
-7.99,-249.43,-36.61,-421.89,-1531.24,727.97,1764851108.9766638
66.71,-105.81,65.48,-531.11,-1827.15,896.58,1764851108.9988925
154.36,38.61,362.71,-705.84,-2131.18,1010.79,1764851109.0181882
164.95,319.02,615.35,-731.97,-2307.40,1029.57,1764851109.0410545
129.26,578.21,830.10,-669.27,-2268.79,931.24,1764851109.0563965
81.07,767.63,1012.63,-602.18,-1976.77,760.35,1764851109.083247
57.06,844.94,1167.79,-519.35,-1522.76,587.50,1764851109.102221
65.75,865.80,1299.67,-469.95,-990.44,415.67,1764851109.1231043
95.79,876.18,1411.77,-404.86,-436.58,267.82,1764851109.141854
124.92,829.95,1394.25,-340.83,63.31,114.85,1764851109.167035
141.88,729.76,1257.27,-182.00,462.41,-32.58,1764851109.1880746
142.95,646.09,1095.98,-57.20,764.75,-136.29,1764851109.208992
135.31,548.88,959.03,29.68,959.04,-243.65,1764851109.2228773
123.71,413.15,813.53,84.02,1104.38,-309.10,1764851109.2506692
99.75,286.53,715.95,144.62,1186.23,-320.34,1764851109.2708592
73.54,239.65,637.05,216.83,1248.89,-333.79,1764851109.2891018
41.81,186.15,537.75,192.70,1264.06,-314.02,1764851109.312513
4.34,147.58,413.28,139.50,1241.55,-279.21,1764851109.3348584
-36.21,148.84,334.64,118.57,1174.42,-241.53,1764851109.355684
-75.93,191.61,274.85,88.19,1098.15,-231.70,1764851109.3762226
-115.54,194.82,236.17,39.56,1011.73,-223.35,1764851109.3982944
-154.46,170.85,199.84,-13.47,892.37,-210.85,1764851109.4180734
-187.69,209.42,213.37,-15.65,773.22,-200.22,1764851109.4375925
-217.44,236.66,227.56,-48.71,668.93,-190.59,1764851109.4596102
-244.07,217.66,174.98,-76.80,586.89,-194.70,1764851109.4824798
-266.56,148.86,77.33,-133.68,445.46,-164.89,1764851109.5027146
-280.43,110.03,8.73,-200.33,256.54,-126.06,1764851109.5212288
-286.81,124.88,3.52,-295.68,56.36,-68.75,1764851109.542481
-290.89,138.85,6.14,-358.13,-147.99,-38.34,1764851109.5657828
-291.51,184.32,20.67,-370.11,-323.20,-13.69,1764851109.5862005
-288.43,210.37,9.02,-370.09,-491.32,-24.83,1764851109.6022937
-276.22,256.37,7.82,-420.48,-697.22,-7.31,1764851109.6274095
-261.78,357.56,23.90,-528.11,-928.94,-27.21,1764851109.650054
-233.77,481.83,76.86,-558.39,-1151.10,-68.73,1764851109.6692922
-208.00,664.70,213.38,-399.63,-1372.63,-167.92,1764851109.6912932
-170.05,866.95,429.62,-352.29,-1520.14,-337.13,1764851109.7078772
-122.79,898.00,598.43,-423.94,-1653.62,-535.56,1764851109.7346132
-77.67,887.20,815.72,-355.55,-1739.17,-712.03,1764851109.7510886
-30.32,926.17,1000.41,-231.42,-1756.40,-881.22,1764851109.773656
11.13,913.10,1157.40,-188.31,-1619.84,-1084.44,1764851109.7981653
55.06,762.33,1290.84,-157.96,-1324.06,-1258.97,1764851109.8172898
103.50,627.43,1404.26,-93.17,-949.95,-1386.63,1764851109.8341043
155.92,446.92,1500.67,-36.59,-528.76,-1462.13,1764851109.8602498
198.68,208.88,1582.62,3.40,-111.95,-1487.01,1764851109.8808742
217.18,31.60,1525.98,59.29,251.35,-1444.86,1764851109.9003541
215.65,-69.29,1438.83,153.89,548.74,-1367.03,1764851109.9166656
199.51,-140.35,1358.91,199.51,792.53,-1271.48,1764851109.9608393
170.93,-207.65,1244.62,229.58,1003.05,-1171.36,1764851109.9659975
135.09,-237.40,1106.53,325.05,1145.39,-1059.55,1764851109.9829092
89.63,-316.54,1009.40,363.59,1238.49,-933.02,1764851110.003548
43.03,-368.21,892.64,378.05,1318.21,-813.77,1764851110.0239186
-2.27,-387.38,771.94,360.64,1352.98,-685.40,1764851110.0484352
-47.83,-382.67,627.35,377.35,1372.03,-562.19,1764851110.0692394
-93.46,-371.77,476.70,395.14,1320.13,-425.36,1764851110.089815
-135.84,-349.00,334.09,388.97,1225.01,-324.96,1764851110.1066284
-173.66,-380.95,249.63,374.43,1107.56,-213.81,1764851110.1331673
-201.76,-463.61,153.54,356.66,963.32,-91.14,1764851110.1532283
-221.30,-494.87,67.21,376.06,807.43,101.63,1764851110.1736956
-233.10,-480.49,-0.03,338.85,650.31,298.48,1764851110.189525
-236.09,-453.12,-64.97,241.53,440.27,484.41,1764851110.2166195
-228.87,-408.70,-92.13,129.10,214.03,661.35,1764851110.2344122
-215.99,-364.34,-94.81,93.23,-5.28,822.55,1764851110.2555194
-197.39,-278.94,-32.29,67.85,-219.59,969.77,1764851110.2798455
-177.24,-228.55,48.01,-8.93,-425.15,1111.70,1764851110.3007731
-148.55,-181.07,177.01,-148.89,-622.68,1244.05,1764851110.3166642
-110.22,-124.81,307.20,-305.66,-794.17,1373.04,1764851110.3400185
-70.13,-48.34,445.47,-317.41,-916.85,1498.58,1764851110.3638568
-8.76,32.26,639.35,-407.80,-1021.12,1587.60,1764851110.3842402
10.10,63.57,841.50,-475.63,-1056.95,1641.06,1764851110.4002957
31.84,65.44,993.98,-577.98,-1063.71,1719.50,1764851110.4240077
62.46,115.32,1149.98,-566.59,-1026.55,1801.77,1764851110.448319
93.29,233.92,1284.53,-512.80,-987.47,1855.21,1764851110.4673254
111.55,396.54,1398.90,-512.98,-902.65,1864.63,1764851110.4910145
119.27,550.96,1496.12,-554.53,-772.05,1835.43,1764851110.5079498
125.08,679.21,1578.75,-558.65,-572.54,1761.12,1764851110.5325363
136.16,794.23,1648.99,-492.55,-305.46,1642.75,1764851110.5522423
155.79,872.95,1708.69,-431.57,35.26,1494.14,1764851110.5728383
186.72,900.40,1759.44,-393.54,399.27,1333.62,1764851110.58389
217.36,905.89,1708.67,-396.00,745.28,1175.57,1764851110.615613
239.66,909.66,1565.32,-420.00,1053.49,1036.74,1764851110.636656
243.46,920.06,1394.12,-355.80,1288.16,870.13,1764851110.6507347
234.69,937.30,1225.05,-246.03,1451.04,696.41,1764851110.6755018
213.59,905.76,1054.50,-174.33,1581.38,514.85,1764851110.6999338
183.65,830.19,881.02,-140.08,1633.38,344.62,1764851110.7183034
141.55,739.26,724.12,-158.97,1611.87,216.43,1764851110.7394536
98.12,657.92,598.70,-131.52,1556.69,128.46,1764851110.7631247
55.20,580.84,496.60,-93.49,1483.39,47.99,1764851110.7832913
11.37,506.61,388.51,-86.67,1372.48,-19.51,1764851110.8010707
-34.43,451.62,293.03,-127.67,1241.61,-69.68,1764851110.8257506
-78.17,429.63,226.58,-116.32,1092.27,-99.73,1764851110.847779
-115.34,443.63,195.59,-70.07,921.83,-121.97,1764851110.867961
-148.89,420.89,147.05,-26.56,759.55,-179.87,1764851110.8892684
-176.96,334.05,73.69,-9.38,592.22,-223.39,1764851110.900631
-201.26,237.15,-10.11,3.43,403.79,-240.28,1764851110.9309757
-209.33,162.27,-89.44,-5.18,177.62,-228.84,1764851110.9501462
-212.43,139.73,-120.73,-45.21,-79.12,-189.41,1764851110.967006
-209.21,179.67,-92.72,-105.03,-350.46,-126.20,1764851110.993306
-196.58,231.32,-25.26,-79.67,-568.79,-121.97,1764851111.0147622
-177.74,202.62,4.03,-54.82,-760.37,-159.18,1764851111.0341206
-150.33,174.03,9.42,-47.50,-984.11,-158.70,1764851111.056556
-115.78,213.93,84.06,-55.07,-1193.50,-136.39,1764851111.073522
-85.06,258.64,194.00,-48.61,-1408.07,-103.04,1764851111.0990486
-61.51,336.54,314.75,119.78,-1592.26,-113.08,1764851111.1192594
-46.88,485.11,517.74,288.41,-1720.62,-151.62,1764851111.1399126
-40.15,584.99,747.13,344.75,-1776.33,-242.28,1764851111.156942
-35.93,543.44,918.56,263.04,-1795.18,-318.43,1764851111.1830208
-30.24,502.88,1087.82,261.98,-1775.20,-338.77,1764851111.2042687
-21.20,585.70,1231.70,389.19,-1724.02,-379.15,1764851111.2238014
-18.32,688.49,1354.00,405.51,-1564.42,-438.08,1764851111.241079
-17.67,716.17,1457.95,368.08,-1276.66,-549.37,1764851111.2669556
-3.92,652.99,1546.30,378.87,-908.46,-641.56,1764851111.2871075
27.87,650.89,1621.41,463.34,-509.69,-711.53,1764851111.3080628
70.04,630.66,1685.25,495.84,-77.44,-795.90,1764851111.3238063
114.28,560.81,1739.51,512.36,329.58,-854.71,1764851111.3503125
150.99,450.44,1683.78,527.31,718.14,-896.91,1764851111.3675191
171.69,371.62,1555.87,526.81,1033.42,-925.27,1764851111.3926277
179.69,334.93,1411.59,484.09,1259.41,-931.98,1764851111.415577
175.53,303.74,1227.00,394.68,1422.70,-923.88,1764851111.434886
164.05,293.73,1055.70,372.07,1531.49,-918.20,1764851111.455264
149.95,316.12,930.19,483.36,1578.37,-922.07,1764851111.4763467
131.05,277.10,849.01,534.46,1615.21,-953.56,1764851111.4981563
104.80,207.34,733.81,518.19,1638.43,-943.13,1764851111.5182528
70.03,127.79,582.64,469.86,1621.87,-929.16,1764851111.5398824
