ax,ay,az,gx,gy,gz,beat_event
-1.140029,3.305127,8.689131,2.439024,-0.975610,4.512195,0
-1.178350,3.285967,8.631651,3.780488,4.634147,-5.243903,0
-1.130449,3.295547,8.612491,-2.195122,-1.951220,-2.073171,0
-1.130449,3.362607,8.698711,-4.024390,0.731707,-2.195122,0
-1.178350,3.343447,8.765772,1.219512,1.463415,1.951220,0
-1.120869,3.314707,8.631651,-4.024390,-2.073171,2.926829,0
-1.207090,3.324287,8.497530,-3.902439,-6.341464,9.268293,0
-1.216670,3.314707,8.650811,-1.097561,9.390244,1.097561,0
-1.168770,3.353028,8.641231,-2.195122,1.829268,-2.804878,0
-1.187930,3.295547,8.612491,-2.926829,-4.878049,0.000000,0
-1.120869,3.372188,8.679551,-1.585366,5.975610,0.121951,0
-1.207090,3.333867,8.526270,-4.390244,5.121951,0.853659,0
-1.197510,3.353028,8.622070,-5.121951,1.585366,-1.463415,0
-1.226250,3.285967,8.612491,-5.121951,0.365854,-1.219512,0
-1.178350,3.333867,8.593330,0.243902,3.048780,0.000000,0
-1.178350,3.285967,8.535850,-2.926829,-4.390244,-4.268293,0
-1.197510,3.353028,8.669971,0.487805,-3.170732,-4.634147,0
-1.187930,3.285967,8.555010,-2.195122,-1.219512,2.073171,0
-1.101709,3.353028,8.602911,-2.073171,0.243902,-1.341463,0
-1.207090,3.391348,8.622070,1.829268,0.853659,-5.000000,0
-1.140029,3.305127,8.622070,-7.317073,-2.926829,-3.048780,0
-1.130449,3.228487,8.602911,-2.195122,-4.390244,1.463415,0
-1.197510,3.353028,8.669971,-2.560976,-1.097561,4.634147,0
-1.140029,3.420088,8.593330,-2.926829,-3.414634,1.463415,0
-1.111289,3.400928,8.622070,-1.219512,-3.292683,-0.487805,0
-1.120869,3.276387,8.650811,-1.707317,-1.341463,3.292683,0
-1.092129,3.257227,8.622070,0.853659,-3.292683,-1.219512,0
-1.140029,3.305127,8.583751,1.707317,-1.829268,-0.731707,0
-1.140029,3.295547,8.631651,-3.780488,2.804878,-3.902439,0
-1.178350,3.228487,8.746612,-1.463415,-7.195122,-3.170732,0
-1.168770,3.276387,8.564590,3.048780,1.829268,-1.829268,0
-1.216670,3.362607,8.689131,-0.487805,-0.853659,-2.195122,0
-1.111289,3.324287,8.622070,-1.097561,3.170732,1.829268,0
-1.207090,3.400928,8.641231,-1.463415,3.414634,4.756098,0
-1.149609,3.362607,8.669971,-3.780488,1.463415,0.975610,0
-1.168770,3.362607,8.737032,-0.121951,-1.707317,5.487805,0
-1.216670,3.247647,8.660391,-6.829268,3.048780,3.780488,0
-1.187930,3.333867,8.574170,1.585366,2.317073,-1.829268,0
-1.187930,3.343447,8.679551,-3.048780,1.097561,5.365854,0
-1.130449,3.295547,8.593330,-5.121951,5.000000,-1.097561,0
-1.130449,3.391348,8.669971,-2.195122,-5.365854,4.756098,0
-1.178350,3.285967,8.727451,-4.024390,-6.219512,-0.853659,0
-1.235830,3.285967,8.679551,7.073171,9.268293,-1.219512,0
-1.226250,3.324287,8.669971,3.780488,5.365854,-3.292683,0
-1.082549,3.305127,8.660391,2.317073,7.926829,-8.414635,0
-1.159189,3.324287,8.612491,1.097561,-0.853659,-0.243902,0
-1.197510,3.391348,8.583751,0.609756,-6.829268,1.219512,0
-1.178350,3.343447,8.631651,1.341463,-0.243902,4.146341,0
-1.140029,3.276387,8.660391,-4.634147,-0.243902,-5.609756,0
-1.130449,3.314707,8.641231,2.317073,-0.243902,-1.951220,0
-1.140029,3.228487,8.574170,-2.439024,-7.804878,8.536586,0
-1.168770,3.333867,8.593330,0.243902,-5.487805,-3.414634,0
-1.264570,3.295547,8.622070,-1.097561,-3.658537,1.463415,0
-1.187930,3.343447,8.669971,3.414634,-4.390244,-2.682927,0
-1.178350,3.209326,8.555010,-3.048780,2.073171,0.365854,0
-1.178350,3.429668,8.622070,0.243902,1.463415,5.609756,0
-1.140029,3.314707,8.564590,2.926829,-0.975610,2.804878,0
-1.159189,3.362607,8.775352,2.804878,-0.853659,-3.048780,0
-1.187930,3.391348,8.545430,3.170732,-2.195122,-3.048780,0
-1.149609,3.391348,8.631651,5.975610,0.365854,-10.000000,0
-1.178350,3.314707,8.631651,-3.902439,-2.317073,3.414634,0
-1.140029,3.400928,8.622070,5.975610,1.951220,-4.268293,0
-1.216670,3.314707,8.756192,-0.121951,7.073171,1.951220,0
-1.207090,3.305127,8.650811,0.731707,-1.951220,1.707317,0
-1.149609,3.362607,8.717872,-1.463415,5.853659,0.121951,0
-1.140029,3.381768,8.583751,0.121951,0.609756,5.121951,0
-1.168770,3.429668,8.641231,0.487805,-1.951220,-6.829268,0
-1.149609,3.238066,8.698711,4.512195,5.000000,2.073171,0
-1.149609,3.238066,8.593330,1.951220,-4.146341,-0.487805,0
-1.120869,3.353028,8.593330,-1.463415,-3.048780,0.243902,0
-1.178350,3.333867,8.622070,4.390244,2.439024,-4.756098,0
-1.207090,3.305127,8.717872,1.219512,2.073171,-2.195122,0
-1.226250,3.353028,8.641231,-4.634147,-0.731707,3.170732,0
-1.197510,3.420088,8.583751,0.853659,-6.829268,1.707317,0
-1.101709,3.391348,8.717872,-2.317073,-0.121951,3.414634,0
-1.140029,3.257227,8.526270,1.341463,5.243903,-9.756098,0
-1.187930,3.324287,8.631651,1.707317,-0.365854,-3.536585,0
-1.168770,3.247647,8.564590,0.731707,-6.951220,4.512195,0
-1.168770,3.305127,8.650811,1.585366,-0.975610,2.560976,0
-1.111289,3.247647,8.622070,1.707317,-2.682927,-4.634147,0
-1.235830,3.400928,8.727451,0.609756,5.853659,-1.463415,0
-1.120869,3.362607,8.583751,5.609756,3.292683,-5.853659,0
-1.197510,3.353028,8.593330,5.000000,-1.219512,2.317073,0
-1.178350,3.324287,8.641231,-0.121951,1.097561,-2.073171,0
-1.159189,3.343447,8.612491,0.365854,0.365854,4.024390,0
-1.207090,3.285967,8.583751,0.487805,0.000000,0.243902,0
-1.187930,3.353028,8.698711,-3.658537,4.024390,-2.317073,0
-1.159189,3.343447,8.641231,-9.878049,-1.951220,-4.268293,0
-1.120869,3.362607,8.660391,3.414634,-1.463415,-6.707317,0
-1.187930,3.238066,8.602911,2.195122,3.536585,-3.292683,0
-1.082549,3.410508,8.727451,-1.341463,0.731707,5.975610,0
-1.111289,3.305127,8.631651,-3.048780,4.512195,4.512195,0
-1.159189,3.353028,8.593330,2.682927,-2.926829,1.585366,0
-1.130449,3.285967,8.602911,6.341464,-3.658537,-0.365854,0
-1.140029,3.362607,8.631651,2.804878,-0.731707,-6.585366,0
-1.254990,3.400928,8.612491,-5.487805,-1.829268,-1.585366,0
-1.187930,3.324287,8.516690,-1.829268,-2.926829,-0.487805,0
-1.101709,3.353028,8.660391,2.560976,2.560976,4.268293,0
-1.120869,3.305127,8.622070,0.243902,0.487805,2.439024,0
-1.197510,3.314707,8.631651,-1.097561,-5.243903,1.463415,0
-1.197510,3.276387,8.650811,-0.365854,-2.317073,-2.682927,0
-1.207090,3.305127,8.650811,-1.219512,-0.731707,-1.951220,0
-1.130449,3.257227,8.689131,-2.195122,1.585366,-4.634147,0
-1.130449,3.314707,8.564590,-5.121951,0.731707,3.536585,0
-1.197510,3.333867,8.593330,-0.731707,-2.317073,1.463415,0
-1.120869,3.410508,8.593330,1.585366,1.219512,-5.487805,0
-1.168770,3.324287,8.641231,0.853659,4.024390,-8.414635,0
-1.216670,3.285967,8.689131,-10.243902,-1.951220,-3.048780,0
-1.159189,3.333867,8.612491,-0.243902,-1.585366,0.853659,0
-1.149609,3.381768,8.698711,-0.853659,0.000000,3.658537,0
-1.168770,3.285967,8.622070,1.707317,4.512195,-3.170732,0
-1.072969,3.324287,8.679551,0.365854,4.756098,-2.682927,0
-1.216670,3.305127,8.631651,2.073171,-5.487805,-3.536585,0
-1.101709,3.324287,8.622070,0.853659,2.804878,-2.317073,0
-1.149609,3.247647,8.631651,-5.975610,-7.439024,4.756098,0
-1.168770,3.343447,8.612491,-3.536585,-1.951220,5.609756,0
-1.226250,3.343447,8.574170,-6.707317,-4.512195,4.146341,0
-1.178350,3.343447,8.650811,3.536585,4.024390,-1.219512,0
-1.159189,3.305127,8.746612,-3.170732,-0.853659,2.195122,0
-1.149609,3.333867,8.698711,0.487805,-2.926829,-3.780488,0
-1.178350,3.314707,8.535850,0.000000,-8.292683,6.707317,0
-1.159189,3.362607,8.602911,4.268293,-5.000000,0.000000,0
-1.149609,3.324287,8.689131,2.317073,1.585366,5.365854,0
-1.149609,3.381768,8.583751,-2.195122,2.073171,-0.609756,0
-1.101709,3.343447,8.631651,1.585366,-3.414634,-1.829268,0
-1.187930,3.343447,8.669971,0.243902,0.365854,-2.073171,0
-1.207090,3.257227,8.631651,-2.560976,-1.463415,9.878049,0
-1.226250,3.353028,8.689131,1.097561,4.512195,-4.024390,0
-1.216670,3.391348,8.669971,5.731708,2.560976,-1.951220,0
-1.216670,3.324287,8.593330,-1.829268,-4.634147,-9.268293,0
-1.216670,3.314707,8.660391,2.682927,4.268293,-2.073171,0
-1.178350,3.257227,8.612491,-2.560976,0.609756,4.390244,0
-1.120869,3.400928,8.602911,4.146341,4.634147,-5.731708,0
-1.159189,3.305127,8.669971,7.560976,2.560976,-5.365854,0
-1.197510,3.391348,8.698711,1.097561,-0.975610,-3.902439,0
-1.130449,3.314707,8.669971,-0.731707,-0.243902,-0.853659,0
-1.159189,3.333867,8.650811,2.073171,-1.951220,1.097561,0
-1.178350,3.353028,8.746612,1.829268,-2.439024,2.073171,0
-1.149609,3.353028,8.583751,-1.463415,-0.731707,2.560976,0
-1.120869,3.353028,8.650811,4.146341,-2.926829,-1.585366,0
-1.178350,3.353028,8.602911,5.000000,8.170732,0.000000,0
-1.111289,3.333867,8.593330,-2.439024,3.048780,-1.951220,0
-1.245410,3.285967,8.746612,4.512195,2.560976,-0.365854,0
-1.245410,3.391348,8.602911,0.975610,1.097561,0.731707,0
-1.197510,3.333867,8.641231,-2.560976,0.731707,-0.365854,0
-1.197510,3.314707,8.564590,-0.365854,2.195122,-0.487805,0
-1.178350,3.333867,8.727451,0.243902,-3.048780,1.463415,0
-1.140029,3.362607,8.737032,-2.926829,4.146341,1.219512,0
-1.111289,3.343447,8.660391,-3.292683,-0.609756,0.609756,0
-1.226250,3.333867,8.641231,2.682927,7.317073,0.487805,0
-1.140029,3.381768,8.574170,-0.243902,8.170732,-4.390244,0
-1.140029,3.333867,8.631651,-3.170732,0.121951,-1.463415,0
-1.140029,3.276387,8.660391,0.731707,1.585366,1.585366,0
-1.072969,3.324287,8.689131,-0.243902,0.365854,2.926829,0
-1.178350,3.343447,8.641231,6.585366,-4.146341,1.951220,0
-1.140029,3.333867,8.708291,-6.463415,-3.292683,0.487805,0
-1.245410,3.381768,8.622070,5.487805,2.195122,-6.341464,0
-1.197510,3.333867,8.612491,-1.097561,-0.487805,2.804878,0
-1.178350,3.285967,8.737032,-3.902439,0.731707,-6.219512,0
-1.120869,3.333867,8.669971,2.804878,3.414634,-2.682927,0
-1.140029,3.381768,8.679551,0.365854,-2.317073,7.560976,0
-1.197510,3.276387,8.660391,5.121951,0.243902,-1.097561,0
-1.207090,3.305127,8.622070,-0.975610,2.560976,1.463415,0
-1.149609,3.391348,8.660391,5.243903,1.219512,-1.585366,0
-1.187930,3.333867,8.631651,1.097561,-2.560976,4.756098,0
-1.149609,3.353028,8.631651,-3.048780,-4.024390,-0.731707,0
-1.082549,3.362607,8.612491,3.536585,-4.390244,2.073171,0
-1.187930,3.353028,8.641231,-4.878049,-3.292683,1.951220,0
-1.149609,3.362607,8.612491,1.829268,2.560976,-0.853659,0
-1.187930,3.305127,8.545430,1.585366,2.560976,-6.707317,0
-1.197510,3.324287,8.497530,2.439024,-1.951220,-2.317073,0
-1.197510,3.372188,8.641231,0.853659,-0.975610,5.121951,0
-1.187930,3.343447,8.622070,5.243903,1.585366,0.243902,0
-1.245410,3.353028,8.612491,-0.609756,0.121951,2.682927,0
-1.178350,3.324287,8.698711,5.609756,-8.536586,-5.853659,0
-1.187930,3.314707,8.612491,-1.951220,0.609756,-2.317073,0
-1.216670,3.410508,8.612491,-1.219512,-1.219512,2.195122,0
-1.178350,3.362607,8.669971,0.243902,4.024390,0.000000,0
-1.178350,3.257227,8.660391,-3.536585,-2.317073,1.341463,0
-1.264570,3.295547,8.698711,0.243902,-1.951220,5.243903,0
-1.178350,3.324287,8.583751,-5.975610,-5.243903,-4.512195,0
-1.120869,3.343447,8.612491,-2.195122,-3.414634,6.951220,0
-1.111289,3.305127,8.507110,1.097561,5.731708,1.829268,0
-1.178350,3.362607,8.545430,2.804878,-2.926829,-0.853659,0
-1.207090,3.391348,8.612491,-2.560976,-2.317073,4.756098,0
-1.159189,3.295547,8.737032,1.219512,-0.975610,0.121951,0
-1.178350,3.305127,8.727451,-1.707317,-1.951220,12.682927,0
-1.178350,3.391348,8.669971,1.463415,1.585366,-0.487805,0
-1.187930,3.381768,8.689131,-0.731707,-0.487805,-2.682927,0
-1.053809,3.381768,8.602911,0.487805,-4.756098,1.463415,0
-1.207090,3.238066,8.583751,-6.951220,-0.487805,-2.682927,0
-1.168770,3.314707,8.583751,3.048780,-1.219512,-1.951220,0
-1.178350,3.353028,8.631651,3.414634,-0.975610,-5.365854,0
-1.111289,3.353028,8.593330,-4.390244,-6.097561,8.780488,0
-1.245410,3.285967,8.669971,-3.292683,1.097561,6.463415,0
-1.130449,3.333867,8.574170,0.487805,0.609756,5.975610,0
-1.226250,3.285967,8.650811,-3.170732,-0.731707,0.000000,0
-1.178350,3.295547,8.631651,0.365854,-1.585366,-3.780488,0
-1.207090,3.362607,8.631651,1.341463,-1.341463,4.146341,0
-1.082549,3.381768,8.650811,8.170732,-2.073171,-1.707317,0
-1.120869,3.295547,8.641231,-2.195122,-3.170732,-0.975610,0
-1.226250,3.381768,8.650811,5.975610,4.756098,-2.439024,0
-1.187930,3.372188,8.622070,0.487805,4.024390,-3.536585,0
-1.178350,3.381768,8.717872,7.682927,0.000000,-5.243903,0
-1.111289,3.343447,8.593330,-2.560976,-7.317073,-2.317073,0
-1.216670,3.305127,8.583751,3.048780,5.243903,1.951220,0
-1.140029,3.276387,8.545430,-1.707317,-4.878049,-1.341463,0
-1.197510,3.305127,8.669971,-2.682927,2.195122,-0.243902,0
-1.120869,3.324287,8.660391,-3.292683,-0.121951,-4.268293,0
-1.216670,3.238066,8.689131,0.365854,-2.439024,0.731707,0
-1.159189,3.353028,8.650811,1.951220,0.731707,2.195122,0
-1.216670,3.372188,8.583751,-0.609756,-5.975610,2.926829,0
-1.178350,3.247647,8.689131,-2.682927,-0.121951,2.195122,0
-1.187930,3.362607,8.660391,-2.195122,3.780488,8.292683,0
-1.053809,3.305127,8.631651,1.585366,-3.536585,-1.341463,0
-1.197510,3.314707,8.689131,3.658537,-1.097561,-3.170732,0
-1.216670,3.305127,8.641231,0.000000,4.512195,3.414634,0
-1.178350,3.314707,8.650811,-4.756098,-0.975610,-1.463415,0
-1.159189,3.362607,8.622070,5.365854,-2.439024,-4.634147,0
-1.159189,3.314707,8.689131,-0.731707,-7.317073,4.756098,0
-1.197510,3.353028,8.641231,-3.292683,4.756098,4.756098,0
-1.187930,3.381768,8.535850,-3.048780,-4.146341,0.000000,0
-1.120869,3.362607,8.574170,-5.121951,6.341464,-5.000000,0
-1.187930,3.324287,8.669971,6.585366,-2.317073,-4.756098,0
-1.168770,3.353028,8.593330,2.073171,-5.853659,-1.707317,0
-1.111289,3.295547,8.574170,-0.365854,4.024390,-6.707317,0
-1.187930,3.362607,8.641231,3.414634,3.292683,3.048780,0
-1.140029,3.410508,8.622070,6.097561,2.682927,-8.170732,0
-1.149609,3.410508,8.593330,1.585366,2.439024,1.341463,0
-1.216670,3.295547,8.622070,2.682927,5.121951,2.317073,0
-1.178350,3.314707,8.660391,-2.560976,-3.902439,2.926829,0
-1.140029,3.285967,8.631651,8.414635,0.731707,-6.951220,0
-1.159189,3.353028,8.737032,-1.219512,-0.243902,-5.609756,0
-1.197510,3.305127,8.612491,-5.731708,-1.707317,5.609756,0
-1.254990,3.305127,8.622070,-8.902439,-4.390244,-7.317073,0
-1.140029,3.276387,8.593330,-1.219512,2.804878,1.219512,0
-1.178350,3.305127,8.622070,2.560976,0.609756,-5.000000,0
-1.140029,3.353028,8.660391,0.000000,-3.780488,-1.463415,0
-1.293311,3.372188,8.641231,-2.926829,1.097561,1.829268,0
