ax,ay,az,gx,gy,gz,timestamp
-420.23,588.63,777.03,264.01,-325.96,-73.45,1764850958.7561367
-409.55,614.33,827.58,126.01,-275.56,-154.23,1764850958.76176
-409.92,594.18,839.94,-7.20,-215.93,-252.30,1764850958.7637115
-415.03,524.86,758.80,-110.22,-172.44,-307.45,1764850958.7663012
-444.12,493.98,707.08,-151.58,-166.07,-327.03,1764850958.7663012
-456.26,414.48,608.07,-381.45,-238.06,-339.18,1764850958.77041
-449.32,263.96,605.96,-512.33,-312.75,-275.40,1764850958.7743046
-446.57,149.66,594.86,-489.78,-374.74,-167.19,1764850958.7763982
-432.98,82.66,597.13,-436.11,-458.03,6.09,1764850958.777933
-404.94,72.97,608.36,-298.70,-552.52,200.17,1764850958.7810616
-366.55,143.62,664.11,-0.09,-580.05,351.05,1764850958.7830586
-348.31,248.98,703.99,206.32,-595.34,467.89,1764850958.7861488
-339.57,381.58,714.04,211.97,-604.14,537.81,1764850958.7861488
-321.03,506.74,761.44,202.08,-587.02,525.54,1764850958.7908962
-310.68,593.03,796.92,181.97,-575.46,496.21,1764850958.7930493
-311.18,648.53,824.23,115.67,-538.35,449.37,1764850958.7962666
-305.30,700.20,844.00,56.02,-495.69,368.77,1764850958.799367
-298.35,733.02,876.40,29.32,-442.64,251.05,1764850958.799367
-288.10,757.62,901.84,53.42,-368.74,135.10,1764850958.8054233
-272.94,752.57,894.81,138.11,-299.93,18.53,1764850958.8071759
-267.10,684.69,846.39,176.19,-236.34,-118.65,1764850958.8109324
-264.68,598.48,804.63,150.66,-208.69,-165.35,1764850958.8130274
-265.03,518.76,759.84,146.36,-204.99,-182.25,1764850958.8130274
-261.27,467.05,731.21,190.41,-212.94,-150.71,1764850958.8173378
-254.03,452.94,732.53,225.75,-227.50,-115.50,1764850958.8207095
-246.08,449.20,751.35,231.19,-239.57,-96.68,1764850958.8207095
-250.57,428.62,768.70,167.71,-241.74,-57.58,1764850958.8245077
-246.88,446.38,782.84,70.25,-225.28,-22.84,1764850958.826903
-250.65,479.32,803.57,-145.49,-210.39,-6.21,1764850958.8289473
-259.25,486.62,827.18,-276.66,-160.53,9.72,1764850958.830455
-260.86,474.38,823.70,-304.76,-134.95,10.36,1764850958.8328485
-257.13,469.37,816.10,-266.25,-110.21,5.81,1764850958.8348675
-249.76,474.72,804.68,-208.91,-91.88,12.44,1764850958.8364022
-245.15,487.36,792.58,-204.58,-91.29,6.67,1764850958.8404486
-246.33,480.55,762.64,-316.69,-104.00,4.47,1764850958.8415394
-248.68,470.72,743.50,-399.09,-137.90,18.20,1764850958.8437893
-236.13,479.91,770.12,-299.62,-192.81,11.27,1764850958.8448167
-235.81,478.88,777.30,-64.78,-222.99,-0.32,1764850958.8467681
-240.79,492.69,804.26,21.44,-241.74,-13.47,1764850958.8499424
-240.67,502.64,844.57,61.12,-256.48,-31.55,1764850958.8529365
-236.67,499.84,893.23,151.55,-226.41,-43.02,1764850958.8529365
-233.57,500.77,942.85,253.62,-181.95,-52.77,1764850958.8569016
-236.78,466.60,955.47,393.48,-118.66,-66.15,1764850958.8569016
-236.37,481.36,961.10,451.46,-66.06,-61.03,1764850958.8610685
-233.76,477.26,944.14,396.04,-9.95,-74.97,1764850958.863101
-238.60,454.27,902.42,321.63,41.64,-62.53,1764850958.8647823
-241.96,465.18,865.75,261.69,67.50,-39.05,1764850958.8677237
-238.96,521.40,853.64,215.23,89.47,-16.69,1764850958.8677237
-242.12,571.89,843.64,156.85,88.05,-31.89,1764850958.871425
-246.90,596.66,832.00,101.22,80.24,-54.40,1764850958.8740823
-254.72,609.01,836.95,38.04,57.71,-59.44,1764850958.8740823
-261.06,620.11,855.41,15.83,59.85,-75.13,1764850958.8777745
-265.55,619.94,849.49,65.36,64.37,-91.46,1764850958.8787096
-272.52,611.40,847.47,121.85,84.12,-112.24,1764850958.881949
-277.24,610.74,862.85,161.78,85.60,-80.40,1764850958.883063
-267.15,610.03,852.67,120.11,109.06,-74.64,1764850958.8852174
-269.53,608.22,858.12,-90.81,91.50,-59.25,1764850958.8875945
-272.90,605.04,881.35,-271.89,112.88,-41.96,1764850958.8900027
-273.37,595.59,897.35,-321.70,156.54,-51.87,1764850958.8921585
-278.71,576.60,902.40,-456.15,162.16,-46.79,1764850958.89547
-280.70,545.61,909.24,-604.03,216.14,-56.57,1764850958.896614
-279.40,522.57,903.05,-584.22,247.92,-46.88,1764850958.898702
-277.39,511.53,888.64,-504.69,280.93,-41.95,1764850958.9007032
-274.18,514.30,868.60,-404.39,310.19,-41.66,1764850958.9029853
-271.45,478.26,842.26,-346.43,319.46,-50.41,1764850958.9052505
-280.24,424.82,864.27,-260.56,334.54,-44.65,1764850958.9069278
-285.30,392.45,845.33,-34.58,357.56,-30.45,1764850958.9107707
-284.51,395.98,799.08,149.41,372.33,-9.98,1764850958.9107707
-282.03,416.23,766.22,196.30,378.28,2.31,1764850958.914564
-286.82,435.55,728.39,238.85,355.14,6.47,1764850958.9169962
-295.25,451.51,718.58,250.42,356.77,-11.30,1764850958.9202838
-302.11,474.84,718.04,282.16,328.75,-14.41,1764850958.9222808
-306.60,513.56,724.18,340.04,306.14,-35.95,1764850958.925407
-315.96,544.23,726.11,407.83,302.22,-96.55,1764850958.927292
-324.21,573.44,730.14,480.16,300.98,-146.87,1764850958.92996
-336.03,597.83,724.42,469.93,306.84,-202.54,1764850958.9315276
-347.28,593.05,721.66,346.04,315.11,-265.46,1764850958.932948
-359.09,566.20,729.81,235.34,329.04,-329.44,1764850958.932948
-353.67,532.72,755.79,170.04,338.49,-341.52,1764850958.9370377
-362.42,498.56,773.67,151.13,371.71,-357.50,1764850958.9403107
-363.86,460.97,799.37,113.16,408.96,-352.47,1764850958.9423306
-366.58,433.83,817.91,217.39,459.21,-337.40,1764850958.9442773
-387.19,422.90,827.08,440.68,520.83,-297.29,1764850958.9456224
-367.51,419.47,801.41,582.78,570.21,-283.90,1764850958.946899
-376.59,420.15,743.30,653.76,613.38,-249.11,1764850958.9494915
-394.05,430.78,667.06,711.40,626.37,-204.25,1764850958.9519777
-411.89,452.86,585.45,699.49,619.11,-192.81,1764850958.9519777
-424.81,465.48,501.08,617.96,566.75,-182.79,1764850958.9569478
-442.24,466.61,436.12,433.17,457.74,-162.87,1764850958.9582374
-465.00,468.17,405.50,214.89,354.27,-134.84,1764850958.9602587
-477.15,481.19,385.33,82.76,240.53,-92.71,1764850958.9638422
-488.83,512.06,386.48,20.85,130.35,-76.41,1764850958.9661195
-498.30,539.65,408.31,-1.48,9.10,-58.35,1764850958.966761
-508.16,562.21,447.56,-22.86,-78.66,-49.59,1764850958.970724
-512.93,575.37,502.68,-59.03,-122.66,-40.95,1764850958.972406
-520.89,566.62,556.27,-89.18,-157.07,-51.01,1764850958.9734285
-527.36,562.78,607.53,-77.00,-156.91,-47.26,1764850958.9767911
-526.71,565.36,648.70,-48.65,-171.17,-54.87,1764850958.9780486
-527.65,568.01,681.75,-11.35,-137.09,-58.94,1764850958.9796727
-527.25,577.60,709.24,15.85,-109.03,-53.10,1764850958.9820905
-525.11,588.91,717.75,34.47,-76.78,-49.93,1764850958.9843109
-522.25,586.23,706.84,34.10,-25.66,-61.94,1764850958.9843109
-520.86,577.34,696.06,48.49,-12.21,-71.55,1764850958.9903874
-521.93,575.64,697.55,20.21,-4.38,-79.42,1764850958.9903874
-521.19,569.70,697.92,20.78,18.78,-70.51,1764850958.9938464
-522.81,563.14,683.98,48.86,42.96,-73.73,1764850958.995585
-525.99,548.72,661.78,55.63,74.02,-70.17,1764850958.995585
-525.99,537.51,646.67,83.59,94.41,-78.25,1764850958.9995043
-528.39,534.59,635.02,97.45,99.75,-59.91,1764850959.0010152
-529.68,533.30,621.21,120.33,112.99,-58.72,1764850959.0048144
-531.83,522.45,594.93,124.18,108.34,-54.71,1764850959.0064354
-531.26,512.03,573.19,107.66,100.19,-47.71,1764850959.008921
-534.07,503.78,557.71,96.61,79.46,-39.35,1764850959.0111985
-535.86,495.41,548.61,78.82,65.14,-41.25,1764850959.0126615
-537.83,492.50,539.22,72.39,46.97,-32.36,1764850959.0144882
-539.65,495.13,538.58,76.53,51.33,-30.21,1764850959.0168188
-540.46,502.76,548.85,51.85,34.03,1.92,1764850959.0168188
-541.29,516.14,557.87,51.58,16.92,17.54,1764850959.02081
-540.79,525.72,566.44,41.14,5.68,25.11,1764850959.023747
-540.53,533.56,573.27,44.27,-17.67,26.44,1764850959.0252557
-540.60,540.08,577.43,42.73,-32.42,42.87,1764850959.0269833
-541.11,542.92,579.47,42.02,-42.56,52.94,1764850959.0269833
-539.44,549.68,580.15,29.12,-55.37,63.60,1764850959.0306392
-537.73,559.63,597.67,44.85,-56.67,71.76,1764850959.0335803
-534.32,567.63,598.47,19.22,-67.07,88.60,1764850959.0335803
-533.07,580.29,603.20,5.84,-80.71,99.31,1764850959.0370924
-530.81,585.20,610.37,-3.14,-99.20,105.41,1764850959.0391839
-529.49,587.87,619.62,-14.37,-102.32,76.40,1764850959.0410628
-527.76,597.19,628.07,-0.81,-89.07,87.74,1764850959.0431805
-525.85,605.11,628.36,11.31,-68.21,85.08,1764850959.0454993
-523.17,607.94,623.36,36.01,-58.28,75.02,1764850959.0479689
-521.80,610.95,622.25,21.31,-65.74,82.66,1764850959.04844
-520.33,612.91,621.17,21.11,-71.48,63.36,1764850959.0512242
-519.38,606.32,616.49,28.45,-73.96,52.36,1764850959.0538476
-518.27,593.97,612.97,24.78,-76.96,53.21,1764850959.055699
-518.08,586.03,615.97,30.66,-73.82,45.23,1764850959.056576
-515.37,579.87,621.83,30.86,-56.75,64.84,1764850959.0586545
-513.81,575.09,621.70,17.23,-59.33,94.42,1764850959.0607948
-513.09,578.83,623.10,7.45,-71.43,108.15,1764850959.0637655
-511.13,577.20,611.83,14.13,-67.32,114.43,1764850959.0637655
-507.96,576.57,596.41,24.91,-64.12,116.47,1764850959.068222
-504.81,570.79,582.10,7.68,-68.90,126.00,1764850959.0696545
-501.54,564.22,574.13,-1.58,-79.87,126.60,1764850959.0730345
-495.61,563.59,573.81,-9.74,-90.39,128.31,1764850959.0746155
-488.77,556.15,570.84,-22.38,-104.13,139.36,1764850959.0761397
-484.60,544.73,569.06,-63.72,-106.51,156.86,1764850959.0793347
-480.91,537.42,570.85,-97.66,-128.03,182.53,1764850959.0793347
-475.83,539.60,571.93,-108.51,-140.03,203.75,1764850959.0827153
-470.00,546.41,580.94,-112.04,-156.22,225.09,1764850959.0863357
-465.35,548.90,592.65,-133.03,-178.09,243.52,1764850959.0863357
-459.15,560.02,609.65,-126.28,-193.98,266.40,1764850959.099219
-454.33,576.06,633.40,-110.64,-209.28,275.04,1764850959.1078663
-449.33,597.65,660.49,-96.14,-195.59,297.68,1764850959.112326
-444.03,621.71,680.07,-69.12,-166.55,299.83,1764850959.114334
-438.17,646.35,687.86,-27.85,-136.47,262.05,1764850959.1169212
-433.80,647.80,689.53,-42.87,-130.40,238.35,1764850959.120404
-429.48,648.88,686.60,-45.74,-130.04,230.19,1764850959.124164
-426.11,642.45,679.46,-51.48,-128.83,196.26,1764850959.1281855
-423.99,636.23,677.89,-42.26,-125.41,192.93,1764850959.1301966
-421.29,633.35,684.21,-53.62,-121.00,181.39,1764850959.1330297
-419.00,634.79,694.38,-44.38,-105.55,182.68,1764850959.138376
-416.45,640.37,705.27,-36.82,-94.21,162.18,1764850959.1422644
-413.53,645.72,706.43,-18.70,-60.28,128.85,1764850959.1442747
-411.80,649.06,698.26,-7.49,-29.34,111.62,1764850959.1462855
-409.28,648.90,687.88,-9.07,-19.54,96.68,1764850959.1482995
-405.34,645.92,674.84,-10.11,-7.61,77.38,1764850959.154793
-402.74,638.58,661.97,-6.79,-10.07,55.27,1764850959.1572483
-401.13,620.94,650.12,-17.47,-12.46,42.78,1764850959.1572483
-398.26,616.90,649.95,9.75,-4.29,30.66,1764850959.1601357
-395.67,612.12,650.56,3.19,-10.55,37.16,1764850959.1620362
-395.72,608.95,651.83,24.31,-16.46,53.79,1764850959.1635895
-395.01,626.36,654.10,40.16,-13.99,66.12,1764850959.1666856
-392.91,637.10,656.34,18.84,-16.69,67.90,1764850959.1682658
-392.47,637.54,655.39,14.21,-16.89,57.42,1764850959.169631
-391.95,648.11,657.58,12.08,-14.36,68.60,1764850959.1711032
-390.16,650.49,655.69,-4.13,-5.00,49.91,1764850959.1723804
-388.79,643.82,658.44,-35.01,-15.05,46.63,1764850959.173297
-389.27,639.64,658.82,-22.56,-5.29,21.93,1764850959.175168
-389.08,632.65,655.55,-23.38,-3.00,18.34,1764850959.1769211
-391.77,622.05,659.52,-44.47,-14.55,32.69,1764850959.1769211
-391.20,614.99,659.14,-34.80,-19.27,31.09,1764850959.1803384
-390.57,615.59,653.57,-20.58,-12.78,25.52,1764850959.1825051
-389.89,618.05,647.63,-10.89,9.54,24.70,1764850959.1825051
-390.20,617.00,643.49,5.44,18.91,11.39,1764850959.185306
-391.22,621.95,644.46,3.13,3.47,10.28,1764850959.186983
-390.89,625.26,645.60,9.26,-18.35,24.04,1764850959.1895192
-388.96,622.52,653.31,3.37,-30.30,12.63,1764850959.19153
-387.91,622.29,655.96,-7.34,-34.75,9.54,1764850959.1942885
-389.13,615.05,657.62,-14.34,-24.74,20.11,1764850959.1963024
-388.96,611.14,654.22,5.81,-14.13,14.99,1764850959.1983209
-387.01,601.97,647.14,-12.16,-17.71,21.14,1764850959.200334
-387.46,599.57,640.52,-8.23,-26.75,17.07,1764850959.2032197
-387.84,602.19,637.29,-2.20,-27.54,30.41,1764850959.2047644
-388.02,600.21,640.25,-12.07,-39.91,23.75,1764850959.2070837
-387.86,602.13,647.41,3.24,-40.82,13.89,1764850959.2084742
-385.63,607.21,660.55,-26.05,-52.10,13.30,1764850959.2084742
-384.49,597.28,676.67,-32.04,-58.68,5.61,1764850959.21143
-382.62,599.94,692.02,-40.43,-47.48,23.97,1764850959.2130444
-382.52,616.60,692.46,-19.97,-28.06,32.07,1764850959.2145019
-380.94,623.26,683.54,-24.17,-22.35,28.16,1764850959.216062
-381.10,635.22,678.66,-15.75,-6.70,16.44,1764850959.2182996
-380.19,645.68,673.91,-28.08,-11.69,4.07,1764850959.2198122
-380.31,641.23,678.88,-31.67,-8.14,-21.44,1764850959.2219615
-381.76,627.10,681.29,-34.42,-0.32,-15.82,1764850959.2241075
-381.50,625.73,684.10,-31.96,-5.07,-19.15,1764850959.2255628
-380.52,635.67,681.54,-23.26,-6.71,-15.38,1764850959.2255628
-379.85,644.57,674.86,-19.77,9.90,-18.17,1764850959.229425
-378.52,652.44,668.88,-12.91,17.11,-43.35,1764850959.2307272
-378.44,645.62,663.05,-21.77,19.65,-58.14,1764850959.2319593
-379.27,624.53,661.09,-19.11,23.60,-63.22,1764850959.2343621
-379.53,605.40,654.48,-33.34,23.96,-51.94,1764850959.2362602
-380.95,589.14,652.30,-18.14,20.66,-36.65,1764850959.2362602
-381.26,590.17,653.31,-13.92,19.67,-14.65,1764850959.240243
-382.42,598.84,656.11,-0.13,4.12,4.95,1764850959.2412786
-382.51,602.32,655.95,18.19,11.00,8.10,1764850959.2428064
-381.53,604.37,656.55,6.46,13.25,16.49,1764850959.244557
-382.50,599.66,652.72,17.49,6.46,19.42,1764850959.245866
-381.98,599.71,649.16,20.57,4.29,6.60,1764850959.2478015
-382.13,602.46,648.09,27.68,-10.45,7.41,1764850959.2478015
-382.86,607.79,655.12,27.43,-22.38,12.90,1764850959.2506113
-383.18,610.07,664.41,15.22,-20.53,27.77,1764850959.2529893
-385.40,611.41,672.60,15.03,-2.75,27.80,1764850959.2529893
-385.79,617.50,675.51,23.88,-8.34,11.63,1764850959.2567298
-385.07,625.97,676.78,24.80,-1.99,5.99,1764850959.2567298
-383.71,630.03,675.76,10.58,-13.39,0.29,1764850959.2599862
-383.76,630.17,671.30,16.49,-9.58,8.35,1764850959.2620876
-382.29,626.40,664.95,10.12,-17.14,25.69,1764850959.2647204
-384.20,614.94,663.46,5.90,-4.67,18.54,1764850959.265032
-382.67,610.75,663.54,7.11,-12.37,28.66,1764850959.267671
-381.52,603.88,666.91,12.65,-9.01,35.46,1764850959.270706
-383.09,598.35,671.72,13.75,-13.66,35.54,1764850959.2731335
-382.63,604.00,671.02,24.29,9.09,25.41,1764850959.2731335
-381.03,608.80,665.46,16.44,14.62,38.10,1764850959.2769313
-380.73,621.13,663.44,5.88,12.73,47.68,1764850959.278221
-381.22,630.71,657.98,3.20,18.32,32.13,1764850959.2804322
-379.24,635.10,653.33,-0.28,18.27,20.71,1764850959.2816849
-379.05,625.49,652.83,1.86,20.33,1.40,1764850959.2840586
-380.54,610.26,653.16,-1.72,16.38,-9.31,1764850959.2862825
-381.51,603.93,652.68,-4.16,2.82,-18.71,1764850959.2882922
-381.73,604.24,648.53,-10.14,5.10,-12.30,1764850959.2905676
-381.47,603.30,642.90,-4.72,-2.26,3.64,1764850959.2927914
-380.80,599.06,640.07,-0.11,5.28,-3.80,1764850959.2927914
-378.88,592.90,641.11,6.51,-21.02,-15.83,1764850959.29689
-379.50,590.81,641.39,6.73,-19.36,-3.26,1764850959.2998803
-379.13,595.94,642.38,-2.38,-41.96,-3.07,1764850959.3010283
-378.81,598.20,644.57,0.68,-45.27,16.89,1764850959.3031542
-377.04,603.57,645.84,9.58,-42.08,23.66,1764850959.306726
-374.78,607.68,643.91,0.94,-52.56,38.71,1764850959.3084986
-373.91,602.63,641.08,-13.60,-51.28,47.60,1764850959.3095303
-373.78,597.74,637.31,-7.96,-54.09,34.76,1764850959.3120093
-373.96,587.43,630.67,-15.17,-51.37,23.85,1764850959.3139987
-373.07,579.11,630.72,-19.79,-45.17,40.37,1764850959.317592
-375.16,583.90,634.06,-22.52,-55.49,47.21,1764850959.318299
-376.03,591.86,638.70,-48.24,-73.87,65.63,1764850959.322092
-376.33,599.23,646.85,-47.31,-98.19,64.79,1764850959.3242972
-375.23,616.75,661.42,-30.31,-95.46,56.87,1764850959.3259747
-375.64,631.19,676.21,-26.36,-87.14,33.94,1764850959.3289125
-375.25,644.66,690.58,-28.41,-83.37,12.05,1764850959.330137
-376.26,651.31,701.14,-43.65,-59.46,10.24,1764850959.3320322
-380.27,658.46,707.57,-30.50,-74.24,-10.80,1764850959.3347154
-384.43,676.69,723.23,-33.43,-80.51,-26.58,1764850959.3352551
-387.22,692.64,747.80,-36.51,-57.33,-21.39,1764850959.3380005
-388.38,717.59,787.43,-33.74,-56.23,-36.18,1764850959.3416326
-386.98,743.60,828.01,-25.98,-23.50,-63.75,1764850959.343431
-385.33,760.46,855.31,-11.58,24.43,-87.19,1764850959.3447888
-383.63,773.29,866.52,10.86,77.16,-127.81,1764850959.3469741
-382.34,772.95,861.79,26.63,133.39,-159.34,1764850959.3500512
-381.39,764.26,844.27,37.33,170.38,-186.14,1764850959.351867
-382.83,747.87,819.03,68.33,218.32,-236.22,1764850959.351867
-385.70,728.09,791.27,97.38,266.87,-266.49,1764850959.3564854
-389.05,708.43,760.03,108.28,291.04,-279.61,1764850959.3594701
-393.24,681.66,727.48,129.54,317.59,-309.07,1764850959.3606334
-395.00,659.96,702.66,145.80,329.95,-307.11,1764850959.362357
-396.65,637.32,672.71,147.33,337.46,-316.54,1764850959.3653073
-400.46,612.97,646.35,149.23,342.64,-314.36,1764850959.3666651
-405.34,590.17,620.65,132.85,327.24,-317.61,1764850959.3687363
-411.59,570.50,595.35,134.52,322.26,-320.67,1764850959.3722775
-419.45,556.17,571.90,146.44,305.42,-306.17,1764850959.374655
-428.98,542.35,552.86,124.48,287.51,-284.54,1764850959.376665
-436.48,540.65,539.83,103.11,253.38,-265.26,1764850959.3783522
-446.31,540.25,529.06,96.64,227.97,-235.07,1764850959.3799324
-454.66,536.76,523.50,89.64,229.78,-218.41,1764850959.3830469
-461.32,536.65,520.43,81.30,197.41,-209.35,1764850959.3850553
-468.62,536.85,519.61,78.40,172.90,-185.75,1764850959.3869517
-473.63,533.12,522.22,83.14,149.66,-175.88,1764850959.3903792
-479.53,533.40,525.19,58.07,147.91,-148.30,1764850959.3903792
-486.95,532.44,523.51,51.46,112.53,-126.06,1764850959.3940163
-492.81,541.08,527.03,32.34,103.75,-101.15,1764850959.3961318
-498.24,550.22,533.33,25.09,87.59,-88.68,1764850959.3980517
-501.80,558.13,545.73,11.43,61.25,-67.27,1764850959.4007702
-504.08,575.66,560.62,11.51,65.26,-53.28,1764850959.4017997
-504.97,592.81,570.58,13.69,66.87,-48.89,1764850959.404187
-504.37,595.99,566.14,10.13,68.84,-69.76,1764850959.407231
-504.32,585.04,551.57,-12.39,85.21,-70.69,1764850959.4085705
-502.47,567.19,531.38,-18.33,81.13,-90.99,1764850959.4100835
-498.65,546.61,513.48,-12.58,71.66,-93.84,1764850959.4131997
-496.75,519.37,499.60,8.81,49.51,-103.46,1764850959.4131997
-495.59,487.96,496.21,30.59,36.99,-64.85,1764850959.416071
-490.25,469.52,494.38,45.80,12.24,-37.72,1764850959.4192867
-486.16,456.99,477.97,81.83,7.10,17.14,1764850959.4219022
-482.24,449.49,450.38,134.35,-28.76,51.77,1764850959.4236438
-473.80,447.32,418.82,162.50,-57.45,89.00,1764850959.426728
-460.93,446.37,385.70,181.93,-103.13,136.25,1764850959.4279563
-445.19,448.41,366.99,188.54,-145.56,180.61,1764850959.4305453
-431.81,430.50,350.64,186.36,-184.93,206.32,1764850959.432086
-414.74,411.53,345.30,177.60,-249.89,236.27,1764850959.4336617
-391.38,371.70,340.15,216.66,-280.20,267.13,1764850959.435254
-370.62,298.09,300.23,273.86,-305.97,312.56,1764850959.4372678
-345.48,275.58,255.65,261.28,-365.68,411.78,1764850959.4416955
-307.76,307.14,197.65,224.79,-439.83,487.41,1764850959.4435682
-262.64,307.87,133.05,197.67,-542.45,540.60,1764850959.4457474
-231.20,211.14,101.24,241.82,-683.68,618.81,1764850959.4478009
-206.12,157.87,211.91,198.65,-855.93,785.19,1764850959.4478009
-184.50,277.14,392.67,131.05,-978.94,970.41,1764850959.4522462
-166.43,386.02,601.07,53.19,-1025.30,1134.15,1764850959.4554763
-156.31,584.92,792.16,-72.69,-1046.11,1283.53,1764850959.455982
-155.21,804.23,965.09,-104.68,-1011.89,1356.50,1764850959.4602084
-156.68,990.64,1127.37,-94.38,-927.61,1302.12,1764850959.4615388
-161.83,1149.10,1265.32,-75.72,-768.67,1124.20,1764850959.4637728
-157.66,1283.78,1382.57,-61.06,-542.67,865.27,1764850959.465928
-144.51,1361.07,1443.68,-40.81,-291.47,584.28,1764850959.4685495
-127.03,1347.41,1427.38,-30.78,-46.75,293.24,1764850959.4720254
-109.78,1275.49,1353.67,-8.77,187.97,29.95,1764850959.4749415
-96.01,1157.07,1246.77,10.85,389.87,-165.34,1764850959.477224
-94.51,1023.71,1121.56,44.92,542.29,-307.94,1764850959.4798074
-101.18,910.50,996.37,72.08,664.95,-407.25,1764850959.481695
-114.65,823.88,892.67,77.47,733.80,-459.56,1764850959.4851315
-125.51,747.55,805.72,45.15,780.93,-486.63,1764850959.4864464
-142.23,684.76,721.61,-6.62,786.19,-467.63,1764850959.4898694
-159.90,657.80,664.07,-21.53,799.06,-453.59,1764850959.4923446
-177.01,650.33,623.86,-52.80,801.61,-441.95,1764850959.5019913
-193.96,633.48,587.43,-62.88,818.76,-459.36,1764850959.522736
-209.12,619.46,554.21,-77.45,812.65,-459.75,1764850959.542498
-226.65,602.59,530.48,-102.43,814.35,-447.79,1764850959.5620914
-241.40,586.00,506.41,-105.97,804.40,-440.32,1764850959.5855622
-259.19,575.50,469.60,-88.87,772.54,-427.67,1764850959.605088
-279.11,574.23,436.66,-67.44,737.36,-401.32,1764850959.6277952
-300.10,565.19,403.41,-40.82,700.55,-403.22,1764850959.6482816
-322.13,551.51,364.20,-26.30,662.67,-387.14,1764850959.666283
-341.61,528.49,311.22,-22.96,606.17,-365.97,1764850959.6891985
-358.77,503.81,266.79,15.29,551.55,-347.37,1764850959.709781
-373.65,455.84,216.12,57.69,487.71,-323.47,1764850959.7292933
-393.66,391.97,166.30,68.24,393.26,-268.35,1764850959.7524498
-409.76,347.12,134.76,54.10,277.57,-187.60,1764850959.7743533
-417.59,324.30,128.19,15.99,161.23,-85.06,1764850959.7956276
-416.90,320.36,132.81,17.19,71.35,6.00,1764850959.8164883
-410.17,350.15,154.14,-13.29,-32.65,99.00,1764850959.8367643
-400.09,407.73,189.22,-46.69,-143.86,181.95,1764850959.8570988
-388.53,473.32,222.34,-71.19,-246.18,232.66,1764850959.878869
-374.95,520.67,235.64,-60.51,-319.35,239.76,1764850959.8945706
