ax,ay,az,gx,gy,gz,beat_event
-0.641865,5.585186,7.347920,-2.439024,2.073171,-2.926829,0
-0.699346,5.518125,7.424561,5.975610,3.536585,-4.512195,0
-0.708926,5.546865,7.395821,-0.487805,3.536585,-1.097561,0
-0.708926,5.527705,7.414981,-0.365854,-5.365854,2.195122,0
-0.632285,5.470225,7.386240,-4.146341,4.146341,2.682927,0
-0.661025,5.422325,7.395821,1.585366,-3.414634,-1.707317,0
-0.728086,5.479805,7.395821,3.414634,6.341464,2.439024,0
-0.689766,5.470225,7.414981,-3.658537,0.853659,0.487805,0
-0.708926,5.479805,7.405401,4.878049,2.317073,-4.268293,0
-0.680186,5.441484,7.386240,-1.219512,4.634147,1.097561,0
-0.737666,5.566026,7.328760,-1.097561,0.975610,1.829268,0
-0.756826,5.527705,7.434141,-5.487805,-1.463415,3.780488,0
-0.718506,5.594766,7.376660,-0.487805,1.829268,-1.829268,0
-0.708926,5.479805,7.347920,-2.073171,5.731708,3.414634,0
-0.708926,5.546865,7.357500,5.853659,-3.170732,-2.682927,0
-0.718506,5.585186,7.309600,6.341464,-0.975610,-0.365854,0
-0.737666,5.489385,7.386240,0.000000,1.585366,0.731707,0
-0.670605,5.546865,7.395821,6.097561,5.487805,5.000000,0
-0.766406,5.518125,7.386240,3.292683,-1.951220,6.463415,0
-0.699346,5.336104,7.376660,-0.731707,0.243902,1.463415,0
-0.737666,5.537285,7.386240,2.560976,2.195122,-3.780488,0
-0.747246,5.585186,7.280859,1.829268,1.707317,1.585366,0
-0.737666,5.508545,7.357500,-2.073171,-3.902439,-0.243902,0
-0.728086,5.518125,7.338340,-5.365854,-1.951220,-4.634147,0
-0.737666,5.518125,7.434141,-2.682927,-5.121951,4.268293,0
-0.661025,5.479805,7.386240,-1.951220,4.512195,-1.707317,0
-0.699346,5.508545,7.434141,-5.853659,-4.878049,4.146341,0
-0.766406,5.556446,7.395821,-2.195122,-3.170732,1.951220,0
-0.718506,5.508545,7.405401,-0.121951,2.439024,-1.951220,0
-0.661025,5.527705,7.386240,-3.902439,-1.463415,1.341463,0
-0.728086,5.594766,7.443721,0.121951,-1.707317,-5.000000,0
-0.699346,5.508545,7.376660,0.975610,1.097561,-1.341463,0
-0.785566,5.498965,7.434141,5.243903,-4.146341,-0.121951,0
-0.708926,5.508545,7.376660,-4.024390,8.048780,-4.268293,0
-0.728086,5.489385,7.443721,-2.926829,0.000000,1.585366,0
-0.708926,5.566026,7.347920,3.048780,7.073171,-2.682927,0
-0.708926,5.537285,7.357500,-1.219512,0.121951,2.073171,0
