ax,ay,az,gx,gy,gz,timestamp
-177.13,440.78,662.58,14.54,-1610.45,-502.41,1764851060.2346911
-142.76,511.92,870.24,109.26,-1670.38,-622.35,1764851060.2521634
-110.85,600.28,1046.76,159.47,-1647.53,-758.20,1764851060.2792683
-82.97,571.89,1196.79,133.75,-1494.30,-923.17,1764851060.3006601
-46.23,477.55,1324.33,137.99,-1248.25,-1064.89,1764851060.3130877
-1.49,347.27,1432.73,202.49,-921.21,-1176.66,1764851060.3418999
41.03,170.83,1524.87,204.22,-563.43,-1246.16,1764851060.3612323
68.03,-33.74,1585.04,195.18,-206.82,-1235.64,1764851060.3833475
78.22,-206.43,1556.38,196.51,85.50,-1181.99,1764851060.405222
72.94,-342.12,1502.62,205.43,323.18,-1070.69,1764851060.4239378
56.15,-405.25,1442.53,229.22,534.80,-932.89,1764851060.4476206
34.38,-393.36,1388.60,230.53,717.38,-782.75,1764851060.4659972
9.72,-346.06,1297.31,242.45,873.47,-661.14,1764851060.4880059
-12.14,-289.80,1178.01,257.99,1002.25,-555.37,1764851060.5102646
-38.07,-274.68,1057.86,300.29,1103.02,-478.66,1764851060.5296934
-69.26,-264.38,932.63,311.04,1148.16,-405.96,1764851060.5464087
-102.97,-285.32,800.54,278.49,1163.74,-333.07,1764851060.5734785
-136.57,-300.87,678.81,231.31,1124.18,-245.91,1764851060.5955496
-169.79,-296.69,588.24,208.32,1050.05,-143.92,1764851060.6153538
-203.27,-261.19,523.70,200.77,942.34,-29.33,1764851060.6360123
-232.33,-235.81,473.35,187.45,838.49,55.47,1764851060.652283
-256.13,-210.34,438.04,152.74,748.72,139.85,1764851060.6788588
-277.71,-189.14,401.59,146.93,647.51,219.97,1764851060.6993191
-293.50,-143.07,384.10,182.79,556.38,285.37,1764851060.7143419
-307.68,-133.16,342.38,162.57,419.53,364.67,1764851060.7409682
-314.93,-127.88,304.38,140.88,299.90,415.27,1764851060.761184
-317.49,-129.25,256.17,107.15,141.81,472.98,1764851060.778362
-312.76,-118.71,235.59,57.18,-19.86,545.73,1764851060.7976272
-300.95,-118.01,241.96,9.60,-186.08,606.07,1764851060.8249543
-282.51,-177.56,235.36,-29.04,-353.17,672.66,1764851060.8449864
-254.53,-200.42,269.21,-71.48,-552.79,783.26,1764851060.863295
-220.25,-166.46,359.78,-148.36,-735.97,892.87,1764851060.8886487
-184.51,-140.89,488.51,-229.61,-864.98,964.44,1764851060.9090102
-152.49,-136.71,614.58,-239.87,-961.13,1049.28,1764851060.9294631
-121.06,-94.00,766.00,-247.99,-1008.36,1141.78,1764851060.9491382
-91.95,-90.85,940.75,-293.89,-1026.01,1200.32,1764851060.9616091
-60.31,-102.42,1096.48,-352.70,-1013.41,1278.27,1764851060.9943717
-32.36,-64.71,1239.06,-392.50,-966.10,1369.73,1764851061.0139997
-10.41,24.20,1360.25,-438.32,-874.58,1454.07,1764851061.032047
7.05,160.37,1463.26,-446.38,-728.69,1485.56,1764851061.0559595
14.54,321.41,1550.83,-453.52,-534.49,1482.32,1764851061.077421
16.26,488.00,1625.25,-453.29,-326.82,1449.58,1764851061.0979476
17.27,626.00,1688.51,-439.30,-62.39,1343.74,1764851061.118724
21.73,706.55,1710.79,-396.80,200.17,1204.88,1764851061.1280708
28.07,721.17,1645.57,-342.68,472.84,1042.15,1764851061.1621203
27.01,682.29,1507.63,-292.78,710.01,885.82,1764851061.1809282
18.46,613.85,1321.09,-224.26,875.61,747.85,1764851061.2038236
2.19,552.67,1119.78,-193.02,982.17,651.27,1764851061.2185514
-21.69,498.42,909.81,-178.77,1006.14,565.58,1764851061.2455227
-46.78,457.26,737.34,-160.95,966.52,489.75,1764851061.2612329
-75.62,427.67,611.89,-108.91,876.74,423.78,1764851061.2866547
-103.72,394.72,531.95,-99.17,780.03,351.52,1764851061.30823
-129.42,364.76,473.76,-95.10,653.43,297.59,1764851061.329329
-151.85,357.15,470.20,-70.93,525.41,252.05,1764851061.3495705
-170.93,358.47,489.52,-65.39,413.00,205.84,1764851061.36896
-189.84,361.25,502.64,-40.28,321.05,156.97,1764851061.3856182
-204.11,345.02,492.64,-32.44,245.29,119.32,1764851061.4134011
-213.09,321.16,458.35,0.92,161.70,65.42,1764851061.4330218
-220.73,284.09,425.00,32.29,61.54,30.11,1764851061.4515328
-224.97,273.88,399.50,48.74,-59.29,5.49,1764851061.475605
-231.43,273.14,374.67,33.33,-194.69,-11.53,1764851061.4954472
-234.21,302.82,373.67,41.83,-331.99,-20.90,1764851061.5114398
-224.88,345.30,396.82,67.96,-466.69,-47.47,1764851061.5378563
-211.10,385.15,420.40,130.36,-602.19,-100.35,1764851061.561067
-197.58,400.58,450.19,119.51,-740.76,-139.89,1764851061.5803435
-193.60,403.19,507.31,103.68,-873.25,-202.91,1764851061.602323
-195.91,460.61,652.01,238.43,-952.56,-275.07,1764851061.6238139
-188.42,560.87,790.76,292.07,-1001.37,-366.41,1764851061.6445963
-177.86,560.44,880.05,283.06,-1033.57,-495.95,1764851061.665141
-170.23,499.18,995.54,362.70,-1061.53,-579.36,1764851061.6839523
-160.89,487.00,1153.26,463.09,-1056.50,-654.75,1764851061.7009318
-153.41,449.20,1287.32,469.83,-985.63,-723.64,1764851061.72776
-146.90,378.97,1401.27,463.85,-859.08,-776.49,1764851061.7479494
-133.41,328.12,1498.13,487.28,-664.52,-768.02,1764851061.7705195
-113.40,317.76,1580.46,472.08,-412.44,-765.62,1764851061.7916458
-90.69,287.34,1650.44,431.27,-134.88,-762.67,1764851061.811712
-72.89,270.79,1644.53,418.48,130.45,-748.47,1764851061.827685
-58.95,276.22,1632.90,408.81,386.89,-727.70,1764851061.846808
-45.46,294.79,1602.76,419.79,591.05,-737.95,1764851061.8753211
-39.99,303.37,1530.50,370.62,772.40,-743.06,1764851061.8946419
-38.34,295.66,1433.67,335.73,933.74,-739.30,1764851061.9154382
-40.09,284.02,1345.07,340.87,1076.28,-755.60,1764851061.9385676
-41.43,266.46,1229.26,356.34,1198.03,-760.76,1764851061.9589708
-47.66,235.79,1082.82,362.89,1265.83,-760.05,1764851061.9804492
-61.81,184.97,935.10,368.75,1303.65,-743.84,1764851062.0062652
-82.09,137.43,826.78,350.94,1296.81,-730.36,1764851062.0348616
-108.48,96.41,727.52,319.90,1267.29,-686.51,1764851062.0436265
-137.51,68.75,634.29,265.31,1210.09,-608.73,1764851062.063398
-169.38,63.54,566.75,264.52,1138.68,-562.72,1764851062.080182
-199.02,70.66,548.63,254.54,1077.38,-492.71,1764851062.0944788
-225.87,96.21,542.84,225.66,1016.27,-449.71,1764851062.1266038
-249.89,118.38,530.71,195.71,960.13,-421.85,1764851062.148433
-271.66,118.02,490.41,174.75,908.51,-411.37,1764851062.1690679
-294.51,95.37,429.30,143.14,852.93,-377.57,1764851062.178109
-319.48,74.61,373.00,113.27,769.09,-334.13,1764851062.211638
-339.51,58.02,305.20,75.28,676.83,-277.71,1764851062.2309747
-358.48,27.42,229.87,72.69,584.01,-237.86,1764851062.2532291
-375.36,-5.94,157.29,63.58,459.20,-182.68,1764851062.2710865
-391.51,-11.05,96.20,61.25,311.72,-110.58,1764851062.2957315
-399.38,9.05,57.17,33.46,123.67,-16.89,1764851062.3160453
-397.97,33.20,76.64,-23.16,-61.68,46.84,1764851062.3301625
-391.08,78.17,107.45,-45.79,-212.33,88.12,1764851062.356969
-374.72,119.84,164.68,-22.72,-335.88,116.00,1764851062.3780954
-357.36,101.87,185.73,-19.61,-437.90,124.70,1764851062.3948152
-331.50,39.79,143.92,-37.67,-545.31,154.59,1764851062.4213834
-293.63,-12.08,84.68,-75.52,-690.92,212.71,1764851062.4419982
-240.88,-40.72,0.58,-98.99,-838.98,272.30,1764851062.4610708
-180.90,-120.11,-114.86,-92.84,-1043.43,331.05,1764851062.4805083
-110.87,-181.14,-220.03,-79.82,-1327.02,460.20,1764851062.505152
-32.14,-131.17,-138.28,-70.54,-1645.47,593.67,1764851062.526485
31.18,-29.15,79.87,-118.46,-1953.35,743.12,1764851062.5446033
66.71,216.87,374.94,-128.89,-2183.84,864.45,1764851062.5654771
56.25,491.39,625.75,-129.66,-2233.67,887.48,1764851062.58924
22.31,724.73,838.93,-163.61,-2076.22,734.56,1764851062.6099873
3.52,869.97,1020.14,-132.77,-1703.28,474.98,1764851062.631246
12.89,735.73,1174.17,-114.35,-1169.39,250.43,1764851062.6490479
43.06,529.37,1305.10,-129.90,-607.58,145.37,1764851062.6735816
81.00,446.66,1367.78,-169.82,-53.55,134.36,1764851062.6947322
94.05,461.26,1167.71,-186.94,381.69,129.21,1764851062.71452
82.19,512.97,971.56,-124.10,657.13,97.83,1764851062.7367172
64.31,537.28,834.22,-63.49,842.36,38.75,1764851062.7569628
44.46,493.59,709.39,-31.16,948.81,-40.56,1764851062.7778902
19.35,380.70,600.13,-18.39,997.59,-97.48,1764851062.799288
-6.66,279.79,543.11,1.47,1003.05,-107.46,1764851062.8151245
-34.76,261.67,512.35,-2.65,1014.59,-89.24,1764851062.8413804
-60.14,260.37,453.04,15.45,1011.80,-90.25,1764851062.8613536
-89.67,256.12,363.49,-6.97,990.23,-107.91,1764851062.8821623
-122.57,258.50,306.71,-19.72,911.00,-98.33,1764851062.901437
-153.24,274.62,306.01,-11.97,819.35,-110.88,1764851062.9214075
-186.80,249.18,307.66,-42.57,748.05,-126.95,1764851062.9446628
-215.63,232.95,291.21,-71.59,684.44,-120.50,1764851062.967182
-240.44,246.76,258.18,-107.05,588.97,-130.33,1764851062.980651
-261.82,256.25,254.25,-83.49,482.63,-142.88,1764851063.0089867
-283.15,226.96,227.06,-79.07,387.73,-162.85,1764851063.0281672
-304.13,166.67,167.35,-98.41,280.97,-135.72,1764851063.0462935
-319.26,143.92,123.35,-167.95,122.13,-84.16,1764851063.0692372
-325.67,176.48,130.05,-207.25,-47.09,-28.34,1764851063.093737
-328.87,237.91,190.64,-215.77,-215.23,-11.79,1764851063.1134999
-323.49,305.42,274.39,-208.90,-353.94,-7.32,1764851063.1356173
-316.51,283.01,322.79,-192.57,-460.45,-53.92,1764851063.1521385
-306.84,215.81,313.22,-171.78,-557.28,-53.63,1764851063.1780064
-290.21,236.84,289.33,-153.21,-676.19,-20.39,1764851063.1979825
-282.68,294.16,246.53,-142.53,-812.36,-11.03,1764851063.2185953
-263.38,400.34,163.35,-89.95,-971.01,-6.38,1764851063.2355113
-224.32,570.84,94.60,-176.36,-1214.76,-54.92,1764851063.261663
-157.07,792.26,214.21,-164.31,-1500.54,-168.78,1764851063.280815
-76.21,978.67,489.13,-92.26,-1717.36,-371.16,1764851063.3032963
-13.03,1010.07,722.81,-95.52,-1778.66,-627.79,1764851063.32043
16.97,859.01,921.44,-83.89,-1639.06,-852.82,1764851063.345503
48.48,706.76,1090.27,-14.91,-1352.40,-998.50,1764851063.365984
77.96,514.94,1233.78,-20.17,-984.84,-1090.22,1764851063.3876681
91.76,338.40,1330.71,-11.75,-629.51,-1121.09,1764851063.4025397
87.90,239.04,1321.16,10.72,-318.19,-1085.53,1764851063.4291306
70.51,177.84,1282.13,34.01,-92.86,-1066.70,1764851063.450199
50.79,133.31,1275.51,61.31,99.87,-1064.49,1764851063.4677746
29.37,84.36,1281.14,99.51,260.39,-1041.32,1764851063.4879582
10.86,28.36,1314.72,160.18,430.73,-996.42,1764851063.5124362
-7.57,-31.09,1291.81,167.96,608.22,-933.36,1764851063.533029
-23.98,-76.08,1220.44,195.56,765.39,-859.65,1764851063.5473003
-45.13,-108.92,1100.52,209.13,875.28,-781.41,1764851063.5760262
-69.26,-136.83,968.74,233.86,949.49,-692.70,1764851063.5950809
-100.57,-190.41,834.08,219.78,978.06,-581.59,1764851063.611438
-136.94,-215.10,716.77,209.91,976.55,-495.25,1764851063.6395733
-171.00,-223.03,622.30,206.33,922.77,-403.26,1764851063.6579077
-204.60,-241.33,550.41,194.88,858.46,-313.07,1764851063.6805527
-231.66,-245.93,524.40,192.95,787.89,-204.61,1764851063.6961353
-252.86,-252.54,500.19,155.00,733.90,-78.52,1764851063.723799
-266.38,-250.06,477.81,150.95,673.62,25.06,1764851063.744643
-277.87,-249.15,429.39,161.01,604.98,133.80,1764851063.7634075
-287.94,-264.58,373.23,171.66,512.73,248.13,1764851063.7802966
-295.75,-265.24,306.15,150.41,400.12,386.11,1764851063.80704
-296.69,-256.65,237.57,144.65,261.50,527.99,1764851063.8286545
-289.84,-229.86,179.59,102.85,89.38,669.89,1764851063.8480065
-273.51,-179.93,164.50,48.42,-100.43,792.31,1764851063.8670218
-251.23,-153.84,195.77,-12.24,-272.57,894.56,1764851063.8900735
-224.05,-135.41,243.96,-74.90,-449.18,1008.48,1764851063.9119616
-191.34,-98.75,325.86,-164.47,-605.60,1094.21,1764851063.93302
-155.29,-82.59,444.08,-223.80,-745.16,1189.88,1764851063.952002
-114.30,-82.50,563.77,-250.23,-849.39,1293.09,1764851063.9737697
-64.00,-65.47,721.16,-353.69,-949.98,1408.73,1764851063.9947846
-19.75,-16.95,920.03,-416.14,-979.08,1529.22,1764851064.0175166
18.91,86.39,1089.08,-456.02,-963.02,1631.64,1764851064.036312
46.82,218.48,1232.77,-496.22,-863.27,1674.89,1764851064.0596206
64.70,359.11,1354.90,-564.28,-671.98,1686.16,1764851064.08017
78.10,513.29,1458.72,-598.74,-422.08,1654.03,1764851064.0979905
92.03,675.85,1546.96,-614.23,-154.17,1591.93,1764851064.1223423
103.28,817.62,1616.26,-588.40,151.86,1464.74,1764851064.1438048
111.19,897.03,1601.23,-532.24,441.98,1294.53,1764851064.1641512
120.76,920.57,1526.34,-505.50,697.28,1129.75,1764851064.1856089
119.89,891.09,1382.29,-487.28,909.79,952.19,1764851064.2252362
108.81,830.17,1193.55,-484.38,1054.12,799.46,1764851064.2299745
90.24,763.85,1010.31,-393.43,1143.20,657.94,1764851064.2474782
64.40,707.17,866.72,-368.91,1164.62,543.65,1764851064.2676427
33.59,651.35,743.91,-351.98,1126.73,453.40,1764851064.2781327
2.15,590.54,628.72,-312.68,1066.62,379.39,1764851064.311697
-26.97,557.16,544.76,-261.58,987.63,311.98,1764851064.3313763
-59.67,531.19,474.30,-227.44,889.28,254.09,1764851064.3479223
-87.32,514.06,430.31,-167.52,773.89,174.27,1764851064.3730495
-118.02,495.00,389.31,-148.40,645.21,126.23,1764851064.394575
-142.62,483.00,357.16,-118.64,525.63,58.40,1764851064.415838
-159.93,465.30,338.39,-93.64,378.68,-4.96,1764851064.4340432
-171.64,437.66,302.63,-64.89,245.68,-76.52,1764851064.4584432
-177.09,379.81,263.99,-18.56,90.03,-113.34,1764851064.4794025
-182.93,298.69,231.74,13.62,-72.88,-147.64,1764851064.4982007
-188.64,265.58,230.73,15.18,-252.75,-132.09,1764851064.5193677
-188.39,261.60,254.62,-16.20,-425.73,-119.18,1764851064.5401418
-182.48,279.06,283.78,11.43,-586.87,-136.40,1764851064.5636368
-168.76,302.15,352.96,78.42,-709.44,-145.04,1764851064.582491
-161.00,307.08,408.02,176.45,-835.83,-168.29,1764851064.603936
-155.30,328.66,469.21,213.89,-956.15,-163.74,1764851064.6248224
-149.70,349.86,533.98,152.70,-1095.63,-175.48,1764851064.6463797
-141.05,399.09,632.53,134.60,-1216.58,-195.06,1764851064.6615868
-124.54,522.52,798.20,264.71,-1296.60,-230.90,1764851064.6890557
-109.61,624.14,985.52,324.30,-1339.41,-327.07,1764851064.7101772
-101.27,633.72,1144.74,318.56,-1302.00,-443.61,1764851064.731038
-95.53,564.61,1280.08,341.87,-1171.80,-556.46,1764851064.7522619
-89.45,485.17,1395.12,391.69,-979.23,-613.99,1764851064.7687476
-75.28,415.40,1492.90,375.84,-710.24,-647.90,1764851064.7947848
-59.04,359.24,1576.02,336.86,-413.51,-647.01,1764851064.815688
-36.38,342.55,1643.36,327.43,-136.08,-635.46,1764851064.836421
-15.03,376.37,1658.01,392.92,138.73,-644.24,1764851064.857158
2.68,410.36,1646.61,426.68,394.22,-677.20,1764851064.8780859
18.33,410.31,1609.32,414.28,625.19,-736.42,1764851064.8980515
33.13,383.11,1548.67,391.44,843.71,-782.86,1764851064.919617
51.11,391.05,1495.02,488.42,1049.25,-814.83,1764851064.9287221
67.29,391.64,1399.17,546.26,1235.37,-872.91,1764851064.962643
76.10,324.79,1262.34,532.12,1380.06,-924.37,1764851064.9830453
73.23,231.67,1097.89,501.20,1481.45,-927.02,1764851065.0040991
55.50,155.97,906.96,464.72,1529.23,-893.26,1764851065.0184536
25.72,98.23,720.66,454.71,1534.15,-845.07,1764851065.045406
-11.88,60.69,557.36,391.01,1463.03,-802.91,1764851065.0670266
-53.45,34.49,436.86,319.16,1347.67,-725.68,1764851065.0880396
-98.23,36.97,372.38,285.08,1219.92,-658.22,1764851065.1101663
-140.50,60.37,374.87,252.22,1099.63,-609.29,1764851065.1294038
-176.27,89.12,399.64,213.49,995.59,-550.60,1764851065.1451702
-209.53,102.90,399.10,161.36,914.95,-490.81,1764851065.169617
-239.60,91.36,363.23,108.96,846.41,-455.89,1764851065.1941714
-268.31,72.56,314.75,131.02,792.05,-423.50,1764851065.2133284
-293.62,33.17,239.63,115.26,718.84,-371.08,1764851065.2308433
-314.07,-3.45,135.59,83.27,597.81,-276.72,1764851065.2530522
-331.31,-12.83,59.00,24.58,449.64,-195.61,1764851065.2772014
-346.12,-15.41,21.50,-12.70,281.70,-110.17,1764851065.298022
-351.35,-8.00,-4.67,8.70,99.64,-38.74,1764851065.3189948
-350.55,40.45,9.53,-38.80,-95.31,46.57,1764851065.3399813
-341.16,92.43,40.65,-80.98,-251.41,96.58,1764851065.3613482
-321.94,97.62,44.30,-80.24,-396.10,125.60,1764851065.381813
-295.55,58.83,40.21,-69.40,-555.08,167.66,1764851065.4020045
-266.22,-7.60,69.57,-27.49,-725.62,220.21,1764851065.4182498
-233.63,-70.96,95.89,-46.77,-892.48,316.78,1764851065.4446318
-194.24,-91.51,117.36,-140.55,-1040.01,432.16,1764851065.4645889
-151.75,-86.64,70.50,-180.37,-1216.41,557.54,1764851065.487513
-100.94,-48.29,61.73,-175.81,-1440.44,683.61,1764851065.5062656
-50.40,-5.35,130.62,-207.34,-1659.98,776.07,1764851065.5279984
-3.09,81.10,331.83,-208.34,-1911.68,873.86,1764851065.5475335
29.17,254.64,589.10,-295.29,-2103.73,973.78,1764851065.5710642
21.05,523.49,807.79,-249.80,-2149.67,1030.21,1764851065.5868938
-3.86,752.02,993.67,-191.03,-1972.72,968.38,1764851065.6124177
-20.53,946.27,1151.67,-176.77,-1590.41,778.12,1764851065.6345932
-0.95,1033.53,1285.97,-239.66,-1079.75,573.80,1764851065.6514413
56.79,1001.20,1400.12,-208.21,-471.39,355.13,1764851065.6781063
126.72,902.47,1436.25,-108.88,119.52,163.56,1764851065.6945438
173.86,767.70,1233.72,-51.45,583.09,14.83,1764851065.7185674
182.13,636.04,993.31,-63.53,886.53,-72.90,1764851065.7354975
168.01,553.69,778.61,-103.20,1068.55,-122.56,1764851065.7616613
144.91,506.48,653.57,-89.52,1159.97,-145.58,1764851065.7810576
118.98,459.31,593.78,-99.19,1229.27,-175.94,1764851065.8026555
91.53,400.31,516.72,-88.81,1275.88,-202.35,1764851065.8235276
62.05,336.52,436.21,-96.19,1274.70,-226.30,1764851065.844927
25.59,282.29,381.58,-52.36,1256.59,-208.55,1764851065.8652585
-13.65,254.35,300.19,-44.81,1224.41,-178.77,1764851065.8856158
-54.65,238.54,230.71,-60.59,1143.64,-166.95,1764851065.9052584
-95.35,209.81,162.51,-104.60,1053.70,-135.91,1764851065.92837
-134.45,234.59,155.08,-114.71,924.44,-111.02,1764851065.9490767
-171.43,270.35,159.12,-124.50,809.78,-109.97,1764851065.9680803
-208.72,258.75,123.25,-137.93,684.11,-116.28,1764851065.9918418
-244.01,226.39,75.96,-169.74,542.79,-110.23,1764851066.0113049
-271.76,205.03,42.67,-187.18,387.87,-104.50,1764851066.0307958
-289.94,197.97,-0.33,-225.70,215.39,-74.72,1764851066.0447862
-297.45,167.53,-37.33,-264.45,27.08,-41.32,1764851066.07506
-294.08,157.25,-6.23,-250.28,-191.18,-18.62,1764851066.0968182
-285.97,177.76,67.15,-228.94,-366.80,-7.43,1764851066.1170642
-274.88,180.65,111.83,-226.40,-536.18,-12.31,1764851066.1308424
-261.54,168.10,126.41,-227.24,-695.45,2.44,1764851066.159083
-249.76,222.69,158.44,-208.45,-851.24,48.87,1764851066.1783786
-239.90,371.53,233.98,-218.88,-1016.65,75.14,1764851066.1996813
-218.46,532.70,306.73,-268.55,-1169.25,26.07,1764851066.222677
-185.69,649.30,385.82,-347.37,-1331.07,-74.14,1764851066.242363
-145.84,784.55,600.35,-282.36,-1484.21,-200.42,1764851066.2638748
-120.21,906.27,817.35,-175.21,-1539.67,-368.96,1764851066.2806458
-104.13,945.38,1001.79,-145.03,-1534.92,-572.81,1764851066.3060722
-86.26,905.12,1158.58,-149.67,-1450.18,-730.19,1764851066.3279016
-67.47,846.00,1291.84,-78.92,-1303.46,-899.66,1764851066.3483963
-43.70,788.70,1405.11,-4.98,-1073.74,-1065.31,1764851066.3691876
-16.45,648.20,1501.40,-20.14,-841.58,-1195.62,1764851066.385835
13.02,492.77,1583.24,68.68,-586.94,-1291.07,1764851066.4115713
38.52,360.20,1652.80,146.88,-288.30,-1348.51,1764851066.4325151
56.14,210.62,1711.93,198.65,16.25,-1371.84,1764851066.4533412
64.67,44.03,1696.34,220.75,307.81,-1359.56,1764851066.4687834
63.37,-70.13,1627.44,263.84,559.24,-1283.43,1764851066.4957044
60.01,-131.01,1564.37,286.36,793.95,-1191.41,1764851066.5164347
47.56,-168.06,1447.02,291.71,988.36,-1099.10,1764851066.5370536
28.73,-189.50,1291.77,286.35,1135.90,-1008.64,1764851066.552797
2.82,-221.67,1138.35,280.30,1225.92,-915.84,1764851066.5794263
-30.90,-268.37,970.00,280.25,1297.93,-801.86,1764851066.5991175
-70.97,-332.22,799.90,273.32,1309.94,-694.18,1764851066.6185536
-114.47,-367.58,667.31,250.92,1255.05,-542.06,1764851066.6421642
-153.25,-362.25,567.97,187.18,1190.39,-390.55,1764851066.6614916
-191.01,-332.21,488.32,163.30,1115.63,-246.47,1764851066.690173
-219.96,-315.08,404.42,151.41,1009.49,-124.30,1764851066.7059257
-243.67,-312.67,320.51,127.80,896.47,-4.85,1764851066.7236178
-259.77,-334.47,229.83,107.43,764.40,129.98,1764851066.747469
-269.10,-376.70,161.46,67.91,617.94,264.98,1764851066.7669923
-272.54,-413.04,83.99,34.63,451.15,429.23,1764851066.7820318
-265.26,-371.49,57.89,45.93,280.87,603.95,1764851066.8090987
-252.62,-276.16,78.16,-6.26,98.34,771.96,1764851066.828169
-237.38,-206.54,101.38,-42.52,-90.71,890.76,1764851066.8496623
-219.02,-178.71,112.73,-69.74,-271.80,1004.35,1764851066.8715644
-191.42,-121.60,178.32,-88.38,-464.73,1103.30,1764851066.8952801
-167.05,-88.06,277.57,-181.02,-619.72,1191.00,1764851066.91514
-135.85,-96.75,358.63,-261.27,-750.86,1300.05,1764851066.9369833
-95.22,-58.24,472.69,-325.58,-895.03,1421.24,1764851066.947384
-53.79,0.45,628.74,-376.34,-993.58,1514.06,1764851066.9788542
-13.47,54.68,818.08,-453.09,-1035.64,1582.75,1764851066.998264
21.25,105.58,1002.41,-505.13,-1054.30,1651.34,1764851067.0203345
53.76,199.09,1159.10,-499.56,-1031.15,1712.34,1764851067.0384154
79.45,345.78,1292.29,-524.52,-933.18,1769.59,1764851067.0627427
93.78,495.66,1405.49,-586.55,-759.00,1722.25,1764851067.0819077
104.01,628.91,1501.72,-600.26,-524.25,1662.21,1764851067.0978663
113.01,762.87,1583.51,-583.12,-238.61,1567.98,1764851067.1247447
127.41,868.94,1653.03,-584.46,90.28,1424.58,1764851067.144942
145.35,919.95,1697.28,-571.49,449.34,1250.19,1764851067.163584
163.00,914.11,1632.59,-538.56,774.64,1084.27,1764851067.1882489
168.55,873.74,1475.90,-500.38,1040.94,927.63,1764851067.207123
160.07,832.83,1268.31,-457.12,1231.60,807.98,1764851067.228026
134.86,804.36,1036.97,-446.15,1345.96,674.48,1764851067.2510915
96.48,775.50,826.67,-415.53,1348.97,561.01,1764851067.2656114
54.86,756.98,700.27,-366.40,1323.62,444.16,1764851067.2921686
14.38,732.08,615.33,-306.64,1254.68,328.64,1764851067.3113012
-25.13,692.77,546.13,-214.75,1192.48,211.54,1764851067.328791
-59.46,639.40,490.76,-173.23,1123.70,103.61,1764851067.3565202
-94.94,571.09,414.60,-152.05,1028.05,25.37,1764851067.3777173
-124.65,522.93,354.21,-110.04,914.04,-39.04,1764851067.3966134
-147.95,471.64,301.08,-80.93,790.74,-94.68,1764851067.414626
-168.96,424.59,254.72,-65.79,640.93,-146.78,1764851067.4381115
-186.22,356.10,187.26,-77.53,493.19,-171.56,1764851067.4622462
-201.18,275.09,116.42,-62.60,323.21,-198.03,1764851067.482101
-210.76,227.53,93.71,-46.61,120.83,-193.22,1764851067.5001812
-218.59,206.30,99.45,-47.72,-70.10,-176.54,1764851067.5228364
-221.65,212.40,141.08,-36.66,-281.58,-148.26,1764851067.5458217
-222.91,229.59,188.77,-33.26,-457.45,-119.72,1764851067.566171
-219.47,267.00,262.15,7.43,-622.83,-130.56,1764851067.586138
-216.25,306.45,374.18,76.51,-764.90,-136.48,1764851067.6023717
-213.66,331.13,454.70,180.84,-866.77,-168.51,1764851067.6292615
-212.51,374.46,516.55,214.91,-939.85,-181.63,1764851067.6501799
-210.49,415.64,549.92,260.08,-1029.88,-207.19,1764851067.6681302
-204.26,441.35,581.88,274.16,-1154.39,-240.91,1764851067.6852736
-186.22,497.40,703.70,333.54,-1281.83,-265.97,1764851067.7131407
-164.14,576.09,905.19,434.11,-1367.36,-316.68,1764851067.7321193
-149.72,620.92,1076.46,468.59,-1337.46,-391.57,1764851067.7527497
-144.21,564.69,1222.04,488.60,-1202.54,-486.74,1764851067.769515
-140.58,486.13,1345.79,472.01,-1001.46,-529.23,1764851067.797553
-129.84,405.56,1450.97,456.41,-707.24,-541.34,1764851067.8192048
-111.12,392.13,1540.37,425.45,-347.05,-554.64,1764851067.839578
-86.20,405.31,1616.37,346.33,42.81,-564.45,1764851067.8607287
-66.22,419.96,1598.91,310.88,376.88,-579.68,1764851067.8810596
-50.29,440.07,1513.73,317.35,680.95,-620.53,1764851067.8972247
-38.69,451.76,1390.77,347.45,914.51,-676.85,1764851067.922219
-35.14,443.54,1226.70,397.33,1086.63,-739.42,1764851067.945476
-43.22,393.96,1079.45,389.63,1182.54,-783.61,1764851067.9641886
-60.59,310.72,958.93,414.59,1216.96,-788.17,1764851067.9849792
-81.95,264.11,864.89,412.70,1246.51,-784.54,1764851068.0013165
-107.76,223.89,760.21,399.09,1255.44,-789.86,1764851068.0288494
-135.09,189.26,705.28,378.53,1253.72,-747.58,1764851068.0478084
-161.93,183.22,659.33,367.05,1223.76,-715.84,1764851068.0686228
-184.14,195.19,620.58,350.39,1203.40,-698.77,1764851068.0855947
-204.97,178.96,549.10,326.33,1166.59,-690.85,1764851068.112182
-224.77,140.27,494.33,279.18,1127.50,-661.62,1764851068.1290555
-241.31,106.78,457.38,261.91,1080.18,-611.88,1764851068.1519868
-259.56,68.41,405.72,240.02,1024.65,-563.00,1764851068.1756084
-274.63,48.70,355.82,251.72,974.45,-513.65,1764851068.1961854
-291.18,13.64,255.34,217.56,898.78,-456.40,1764851068.2171443
-312.01,-24.10,143.84,153.73,767.57,-365.44,1764851068.2301545
-334.35,-56.19,49.82,107.57,636.23,-267.43,1764851068.2594984
-349.15,-80.01,-29.21,87.83,480.50,-159.21,1764851068.278227
-352.88,-97.71,-111.38,77.66,303.12,-54.93,1764851068.2957227
-349.45,-87.40,-176.57,29.11,84.85,58.31,1764851068.3212497
